ida_id,name,jurisdiction,state
IDA_99BEE89E,KUSHINAGAR(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_4059C300,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_9D2568AC,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),West Bengal,West Bengal
IDA_838ACF6E,KALIMPONG(DISTRICT MAGISTRATE KALIMPONG_IDA),West Bengal,West Bengal
IDA_4960B69B,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Tamil Nadu,Tamil Nadu
IDA_CA0C1ABD,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Odisha,Odisha
IDA_73A49858,Y.S.R. KADAPA(DISTRICT COLLECTOR CUDDAPAH_IDA),Andhra Pradesh,Andhra Pradesh
IDA_3BB3F138,GURUGRAM(DC CUM NODAL OFFICER MPLADS_5),Haryana,Haryana
IDA_DDC082DD,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Kerala,Kerala
IDA_04155546,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Uttar Pradesh,Uttar Pradesh
IDA_F1C15005,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),Uttar Pradesh,Uttar Pradesh
IDA_5DCA8B85,BURHANPUR(DISTRICT COLLECTOR BURHANPUR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_6F13208A,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_B2C83A70,KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),Tamil Nadu,Tamil Nadu
IDA_7B39EBE2,JHARGRAM(DISTRICT MAGISTRATE JHARGRAM_IDA),West Bengal,West Bengal
IDA_DAE0EF0A,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),Uttar Pradesh,Uttar Pradesh
IDA_701D40B1,NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),Maharashtra,Maharashtra
IDA_6187FD10,TIRUPATI(DISTRICT COLLECTOR TIRUPATI_IDA),Andhra Pradesh,Andhra Pradesh
IDA_D9EF1847,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Maharashtra,Maharashtra
IDA_82491ADB,DURG(DISTRICT COLLECTOR DURG_IDA),Chhattisgarh,Chhattisgarh
IDA_B1041BE4,GIRIDIH(DEPUTY COMMISSIONER GIRIDH_IDA),Jharkhand,Jharkhand
IDA_9B01607C,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Gujarat,Gujarat
IDA_A483CE59,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Punjab,Punjab
IDA_703901FE,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Tamil Nadu,Tamil Nadu
IDA_85D07099,GANGTOK(DISTRICT COLLECTOR EAST DISTRICT_IDA),Sikkim,Sikkim
IDA_2C675C14,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Karnataka,Karnataka
IDA_2A2EEF92,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),West Bengal,West Bengal
IDA_9103B708,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Maharashtra,Maharashtra
IDA_0B76C51B,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_F9146C18,KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA),Assam,Assam
IDA_3AFA649E,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),Jharkhand,Jharkhand
IDA_A96C2F66,GOALPARA(DEPUTY COMMISSIONER GOALPARA_IDA),Assam,Assam
IDA_F9906435,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),Bihar,Bihar
IDA_258C67B4,ROHTAS(DISTRICT PLANNING OFFICER ROHTAS_IDA),Bihar,Bihar
IDA_025A13A8,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_D0CED43E,ELURU(DISTRICT COLLECTOR ELURU_IDA),Andhra Pradesh,Andhra Pradesh
IDA_17BAE361,PAKYONG(DISTRICT COLLECTOR PAKYONG_IDA),Sikkim,Sikkim
IDA_71D835C9,SURAT(DISTRICT COLLECTOR SURAT_IDA),Gujarat,Gujarat
IDA_EAE77A7C,TAPI(DISTRICT COLLECTOR TAPI_IDA),Gujarat,Gujarat
IDA_0C30C2C8,NADIA(DISTRICT MAGISTRATE NADIA_IDA),West Bengal,West Bengal
IDA_2D1B56CD,UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),Uttar Pradesh,Uttar Pradesh
IDA_7D6B3EF8,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),Assam,Assam
IDA_4E616E6E,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_6903B9B4,MOGA(DEPUTY COMMISSIONER MOGA),Punjab,Punjab
IDA_633563CF,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),Maharashtra,Maharashtra
IDA_68F441D4,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Bihar,Bihar
IDA_F908DD13,PUNE(DISTRICT COLLECTOR PUNE_IDA),Maharashtra,Maharashtra
IDA_6F79785C,KOTA(DISTRICT COLLECTOR KOTA_IDA),Rajasthan,Rajasthan
IDA_A86373D3,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_A5D7A1BD,NEEMUCH(DISTRICT COLLECTOR NEEMUCH_IDA),Madhya Pradesh,Madhya Pradesh
IDA_77571547,VILUPPURAM(DISTRICT COLLECTOR VILLUPURAM_IDA),Tamil Nadu,Tamil Nadu
IDA_94AE8096,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_DF000943,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),Uttar Pradesh,Uttar Pradesh
IDA_EEE5BB58,BANDA(DISTRICT MAGISTRATE BANDA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_F09B4B81,DEEG(DISTRICT COLLECTOR DEEG_IDA),Rajasthan,Rajasthan
IDA_2D1A21C0,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Rajasthan,Rajasthan
IDA_450293CD,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),West Bengal,West Bengal
IDA_A1553B34,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Himachal Pradesh,Himachal Pradesh
IDA_4F4C188F,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Himachal Pradesh,Himachal Pradesh
IDA_0F21BAA1,NAMSAI(DEPUTY COMMISIONER NAMSAI_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_2450F420,SIMDEGA(DEPUTY COMMISSIONER SIMDEGA_IDA),Jharkhand,Jharkhand
IDA_5EC12712,SURGUJA(COLLECTOR SURGUJA_IDA),Chhattisgarh,Chhattisgarh
IDA_3D341353,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),Gujarat,Gujarat
IDA_8A7DFDA9,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Tamil Nadu,Tamil Nadu
IDA_98C6D6FD,EAST SIANG(DEPUTY COMMISIONER EAST SIANG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_0816AC35,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),Tamil Nadu,Tamil Nadu
IDA_55D12D62,LOWER DIBANG VALLEY(DEPUTY COMMISIONER LOWER DIBANG VALLEY_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_ED2D6ECA,SIANG(DEPUTY COMMISIONER SIANG_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_30EFF560,"UPPER SIANG(DISTRICT PLANNING OFFICER,YINGKIONG)",Arunachal Pradesh,Arunachal Pradesh
IDA_65C50532,DIBANG VALLEY(DEPUTY COMMISIONER DIBANG VALLEY_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_B103E121,TIRAP(DEPUTY COMMISSIONER TIRAP_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_16F08D2A,LONGDING(DEPUTY COMMISIONER LONGDING_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_D169D3F2,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),Punjab,Punjab
IDA_6659D02D,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Jharkhand,Jharkhand
IDA_4FE5A1EC,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Madhya Pradesh,Madhya Pradesh
IDA_0E4288D2,MAHISAGAR(COLLECTOR MAHISAGAR_IDA),Gujarat,Gujarat
IDA_BF509A4B,BALRAMPUR-RAMANUJGANJ(DISTRICT COLLECTOR BALRAMPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_278B9E5B,LOHIT(DEPUTY COMMISSIONER LOHIT_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_5E7BF224,ANJAW(DEPUTY COMMISIONER ANJAW_IDA),Arunachal Pradesh,Arunachal Pradesh
IDA_1FA60345,DR. B.R. AMBEDKAR KONASEEMA(DISTRICT COLLECTOR DR B R AMBEDKAR KONASEEMA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_8AC13732,PASCHIM MEDINIPUR(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),West Bengal,West Bengal
IDA_28D90258,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_ED1702AE,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_3957616D,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Telangana,Telangana
IDA_CB04A161,JAGITIAL(DISTRICT COLLECTOR JAGTIAL_IDA),Telangana,Telangana
IDA_1106CB9A,DHARASHIV(DISTRICT COLLECTOR OSMANABAD_IDA),Maharashtra,Maharashtra
IDA_590559BD,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Jharkhand,Jharkhand
IDA_036A68DA,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Maharashtra,Maharashtra
IDA_20C1A682,MANSA(DEPUTY COMMISSIONER MANSA_IDA),Punjab,Punjab
IDA_FF81FBDF,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),West Bengal,West Bengal
IDA_308DCF2C,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_86B1AA93,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Kerala,Kerala
IDA_2B7C91E7,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),West Bengal,West Bengal
IDA_4DAB8F54,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_35302599,DIMA HASAO(DEPUTY COMMISSIONER DIMA HASAO_IDA),Assam,Assam
IDA_D4D7F210,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Punjab,Punjab
IDA_4306B47E,SALUMBAR(DISTRICT COLLECTOR SALUMBAR_IDA),Rajasthan,Rajasthan
IDA_AE2939F0,DAMOH(DISTRICT COLLECTOR DAMOH_IDA),Madhya Pradesh,Madhya Pradesh
IDA_4C5DD29B,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Assam,Assam
IDA_279DE79C,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Bihar,Bihar
IDA_606F3B5F,KHANDWA (EAST NIMAR)(DISTRICT COLLECTOR EAST NIMAR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_EFC53F03,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),Tamil Nadu,Tamil Nadu
IDA_0AE19D2E,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),Assam,Assam
IDA_6E0B5E4F,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),Gujarat,Gujarat
IDA_04788232,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),Chhattisgarh,Chhattisgarh
IDA_A81FB2B6,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),Maharashtra,Maharashtra
IDA_93032348,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_DF6EC029,AJMER(DISTRICT COLLECTOR AJMER_IDA),Rajasthan,Rajasthan
IDA_18CBB638,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_FFE6BEA9,SUNDARAGADA(DISTRICT COLLECTOR SUNDARGARH_IDA),Odisha,Odisha
IDA_0A0BC1FB,BENGALURU SOUTH(DEPUTY COMMISSIONER RAMANAGARA_IDA),Karnataka,Karnataka
IDA_308BB0A6,SARAIKELA KHARSAWAN(DEPUTY COMMISSIONER SARAIKELA_IDA),Jharkhand,Jharkhand
IDA_4C3E123C,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Bihar,Bihar
IDA_F13B79A8,MOKOKCHUNG(DEPUTY COMMISSIONER MOKOKCHUNG_IDA),Nagaland,Nagaland
IDA_F598BC0E,KOHIMA(DEPUTY COMMISIONER_7),Nagaland,Nagaland
IDA_B44E7058,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),Nagaland,Nagaland
IDA_57A93680,CHUMOUKEDIMA(DEPUTY COMMISSIONER CHUMOUKEDIMA_IDA),Nagaland,Nagaland
IDA_1BE9B74F,PEREN(DEPUTY COMMISSIONER PEREN_IDA),Nagaland,Nagaland
IDA_780242C2,CHITTORGARH(DISTRICT COLLECTOR CHITTORGARH_IDA),Rajasthan,Rajasthan
IDA_74D9F7BA,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),Rajasthan,Rajasthan
IDA_1624ADB1,MON(DEPUTY COMMISSIONER MON_IDA),Nagaland,Nagaland
IDA_F27A78AF,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),Tamil Nadu,Tamil Nadu
IDA_98FCCC00,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Rajasthan,Rajasthan
IDA_DA4162BA,DEORIA(DISTRICT MAGISTRATE DEORIA),Uttar Pradesh,Uttar Pradesh
IDA_593A993E,BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA),Rajasthan,Rajasthan
IDA_7DCF5558,SIDDIPET(DISTRICT COLLECTOR SIDDIPET_IDA),Telangana,Telangana
IDA_18D20A4D,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),Rajasthan,Rajasthan
IDA_625D7578,KORBA(COLLECTOR-KORBA),Chhattisgarh,Chhattisgarh
IDA_83328E31,GAURELA-PENDRA-MARWAHI(COLLECTOR GPM_IDA),Chhattisgarh,Chhattisgarh
IDA_39B11E3D,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),Tamil Nadu,Tamil Nadu
IDA_B9CD3F2C,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Tamil Nadu,Tamil Nadu
IDA_FC379222,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),Jharkhand,Jharkhand
IDA_CA3C84A4,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Uttar Pradesh,Uttar Pradesh
IDA_295D3F6D,THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA),Tamil Nadu,Tamil Nadu
IDA_1D1F5568,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),Uttar Pradesh,Uttar Pradesh
IDA_1C1E1221,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_C4A6D26A,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),Uttar Pradesh,Uttar Pradesh
IDA_5E58BA0D,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),Punjab,Punjab
IDA_92BE01F3,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_25C2E8F8,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),Assam,Assam
IDA_E21E54C7,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Punjab,Punjab
IDA_697B4D3C,RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),Gujarat,Gujarat
IDA_3B78EF01,MORBI(DISTRICT COLLECTOR MORBI_IDA),Gujarat,Gujarat
IDA_6B36EC2B,BHAGALPUR(DISTRICT PLANNING OFFICER BHAGALPUR_IDA),Bihar,Bihar
IDA_01C2E593,PURBA MEDINIPUR(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),West Bengal,West Bengal
IDA_A8D06028,MANGAN(DISTRICT COLLECTOR MANGAN_IDA),Sikkim,Sikkim
IDA_025236DE,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Tamil Nadu,Tamil Nadu
IDA_E2D39488,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),Punjab,Punjab
IDA_F9E757D4,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kerala,Kerala
IDA_7E4923E2,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),Tamil Nadu,Tamil Nadu
IDA_DFD53635,GONDA(DISTRICT MAGISTRATE GONDA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_4095F7DC,DHULE(DISTRICT COLLECTOR DHULE_IDA),Maharashtra,Maharashtra
IDA_E4421817,KANCHEEPURAM(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Tamil Nadu,Tamil Nadu
IDA_5DE05F7D,SHEOPUR(DISTRICT COLLECTOR SHEOPUR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_70D506B6,UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA),Rajasthan,Rajasthan
IDA_4E5B25ED,AHMEDABAD(DISTRICT COLLECTOR AHMADABAD_IDA),Gujarat,Gujarat
IDA_D625DBC2,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Kerala,Kerala
IDA_2398FA9E,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Rajasthan,Rajasthan
IDA_57C259BF,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_782ABEE7,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_5E39EBF1,KEKRI(DISTRICT COLLECTOR KEKRI_IDA),Rajasthan,Rajasthan
IDA_CD2864B9,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Bihar,Bihar
IDA_393F94FB,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Madhya Pradesh,Madhya Pradesh
IDA_65600DB0,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Assam,Assam
IDA_AA0F2E79,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Gujarat,Gujarat
IDA_B1C0862E,CHENGALPATTU(DISTRICT COLLECTOR CHENGALPATTU_IDA),Tamil Nadu,Tamil Nadu
IDA_CA5A8027,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),Uttar Pradesh,Uttar Pradesh
IDA_9B3F6013,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_82E89703,WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA),Meghalaya,Meghalaya
IDA_6F7B030E,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),Uttar Pradesh,Uttar Pradesh
IDA_A0DD31F4,BONGAIGAON(DEPUTY COMMISSIONER BONGAIGAON_IDA),Assam,Assam
IDA_CEA10A3F,SOUTH SALMARA MANCACHAR(DEPUTY COMMISSIONER SOUTH SALMARA MANKACHAR_IDA),Assam,Assam
IDA_A82C3EC7,KOLASIB(DEPUTY COMMISSIONER KOLASIB),Mizoram,Mizoram
IDA_33DB8F23,AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA),Mizoram,Mizoram
IDA_D7EB6949,PURULIA(DISTRICT MAGISTRATE PURULIA_IDA),West Bengal,West Bengal
IDA_DDC7869F,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Bihar,Bihar
IDA_2C461B23,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),Tamil Nadu,Tamil Nadu
IDA_38CE5050,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Maharashtra,Maharashtra
IDA_8F2B936F,JALNA(DISTRICT COLLECTOR JALNA_IDA),Maharashtra,Maharashtra
IDA_C30F5547,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_BB238DA8,VIDISHA(DISTRICT COLLECTOR VIDISHA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_A076EA40,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),Goa,Goa
IDA_C7BB1319,SHIVPURI(DISTRICT COLLECTOR SHIVPURI_IDA),Madhya Pradesh,Madhya Pradesh
IDA_B67C5E43,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Kerala,Kerala
IDA_4924EC87,MOHLA-MANPUR-AMBAGARH CHOUKI(COLLECTOR MMC_IDA),Chhattisgarh,Chhattisgarh
IDA_A6362315,AKOLA(DISTRICT COLLECTOR AKOLA_IDA),Maharashtra,Maharashtra
IDA_2EE1E047,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Andhra Pradesh,Andhra Pradesh
IDA_134B839E,LATUR(DISTRICT COLLECTOR LATUR_IDA),Maharashtra,Maharashtra
IDA_C9DDC395,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),Tamil Nadu,Tamil Nadu
IDA_2CE42DD3,CHITRAKOOT(DISTRICT MAGISTRATE CHITRAKOOT_IDA),Uttar Pradesh,Uttar Pradesh
IDA_F1501F93,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),Telangana,Telangana
IDA_E11BEAF4,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_247B397D,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Andhra Pradesh,Andhra Pradesh
IDA_EDA0250A,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Rajasthan,Rajasthan
IDA_990B514F,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),Bihar,Bihar
IDA_6CEB92D5,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),Gujarat,Gujarat
IDA_45AC5826,WEST SINGHBHUM(DEPUTY COMMISSIONER WEST SINGHBHUM_IDA),Jharkhand,Jharkhand
IDA_64A8605F,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),Rajasthan,Rajasthan
IDA_070D45E6,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Rajasthan,Rajasthan
IDA_477E335D,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_8688D945,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),Rajasthan,Rajasthan
IDA_C2947F26,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Himachal Pradesh,Himachal Pradesh
IDA_D21E0B34,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Himachal Pradesh,Himachal Pradesh
IDA_0E3DD70E,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Himachal Pradesh,Himachal Pradesh
IDA_8C4C6D03,NARAYANPUR(COLLECTOR NARAYANPUR_IDA),Chhattisgarh,Chhattisgarh
IDA_CA7D792C,SUKMA(COLLECTOR SUKMA_IDA),Chhattisgarh,Chhattisgarh
IDA_C196A93D,MANENDRAGARH-CHIRMIRI-BHARATPUR(M C B)(COLLECTOR MCB_IDA),Chhattisgarh,Chhattisgarh
IDA_A874E65C,KOREA(COLLECTOR KOREA_IDA),Chhattisgarh,Chhattisgarh
IDA_7914D189,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_277E402E,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Karnataka,Karnataka
IDA_4FCE6C4E,ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA),Gujarat,Gujarat
IDA_77300614,BETUL(DISTRICT COLLECTOR BETUL_IDA),Madhya Pradesh,Madhya Pradesh
IDA_0364157F,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Bihar,Bihar
IDA_727FA7B7,BARPETA(DEPUTY COMMISSIONER BARPETA 1),Assam,Assam
IDA_FF735902,EAST(COMMISSIONER EAST),Delhi,Delhi
IDA_0078F83A,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_6B674F4F,AMETHI(DISTRICT MAGISTRAE AMETHI_IDA),Uttar Pradesh,Uttar Pradesh
IDA_63D5254A,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Maharashtra,Maharashtra
IDA_93BAC841,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Madhya Pradesh,Madhya Pradesh
IDA_5BD62140,PUDUCHERRY(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Puducherry,Puducherry
IDA_AD34A055,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Madhya Pradesh,Madhya Pradesh
IDA_6EE13FB1,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Tamil Nadu,Tamil Nadu
IDA_C1D35676,ANAND(DISTRICT COLLECTOR ANAND_IDA),Gujarat,Gujarat
IDA_DA758ABC,GUNA(DISTRICT COLLECTOR GUNA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_F70351EB,HARDA(DISTRICT COLLECTOR HARDA_IDA),Madhya Pradesh,Madhya Pradesh
IDA_B97BE39B,HAPUR(DISTRICT MAGISTRATE HAPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_D7C31A64,NANDED(DISTRICT COLLECTOR NANDED_IDA),Maharashtra,Maharashtra
IDA_C41CF4E9,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),Assam,Assam
IDA_FA229E41,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),Madhya Pradesh,Madhya Pradesh
IDA_93716F33,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_25089459,ANNAMAYYA(DISTRICT COLLECTOR ANNAMAYYA_IDA),Andhra Pradesh,Andhra Pradesh
IDA_BC18D6C4,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),Rajasthan,Rajasthan
IDA_B980BA28,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Punjab,Punjab
IDA_AE47CA55,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Uttar Pradesh,Uttar Pradesh
IDA_E99C66B1,CHANDRAPUR(DISTRICT COLLECTOR CHANDRAPUR_IDA),Maharashtra,Maharashtra
