work_id,completion_date,status,has_completion_evidence
1318,2025-12-07,Completed,True
1319,2024-10-27,Completed,True
1320,2024-04-04,Completed,True
1322,2025-04-10,Completed,True
1325,2024-07-05,Completed,True
1326,2024-03-18,Completed,True
1327,2025-06-26,Completed,True
1332,2024-04-03,Completed,True
1333,2024-08-24,Completed,True
1334,2025-04-04,Completed,True
1335,2025-01-01,Completed,True
1341,2025-07-13,Completed,True
1342,2026-01-26,Completed,True
1344,2024-10-23,Completed,True
1345,2025-01-01,Completed,True
1346,2024-05-27,Completed,True
1348,2025-05-25,Completed,True
1349,2025-08-08,Completed,True
1350,2025-04-07,Completed,True
1352,2025-05-21,Completed,True
1353,2025-03-08,Completed,True
1354,2024-11-05,Completed,True
1355,2024-08-12,Completed,True
1356,2024-04-16,Completed,True
1360,2025-11-05,Completed,True
1361,2025-06-10,Completed,True
1362,2024-10-09,Completed,True
1363,2024-06-04,Completed,True
1364,2024-12-13,Completed,True
1365,2025-08-07,Completed,True
1366,2024-10-07,Completed,True
1369,2025-06-03,Completed,True
1370,2025-03-19,Completed,True
1371,2025-10-13,Completed,True
1372,2024-07-06,Completed,True
1374,2024-11-16,Completed,True
1375,2025-07-25,Completed,True
1376,2025-01-22,Completed,True
1377,2025-10-17,Completed,True
1378,2025-05-08,Completed,True
1379,2025-07-08,Completed,True
1380,2025-11-17,Completed,True
1381,2026-01-11,Completed,True
1384,2025-07-26,Completed,True
1386,2026-01-04,Completed,True
1388,2025-06-26,Completed,True
1389,2025-01-27,Completed,True
1391,2025-02-04,Completed,True
1392,2024-12-31,Completed,False
1394,2025-09-19,Completed,True
1396,2025-03-02,Completed,True
1397,2025-10-08,Completed,False
1398,2024-04-28,Completed,True
1399,2024-07-21,Completed,True
1403,2025-04-06,Completed,True
1404,2024-02-07,Completed,False
1405,2025-10-18,Completed,True
1408,2025-06-05,Completed,True
1409,2024-10-25,Completed,True
1411,2025-12-16,Completed,True
1412,2025-09-01,Completed,True
1414,2024-08-01,Completed,True
1415,2025-04-06,Completed,True
1417,2024-11-04,Completed,True
1418,2025-05-20,Completed,True
1419,2025-11-18,Completed,True
1420,2025-01-23,Completed,True
1421,2024-08-14,Completed,True
1422,2025-07-27,Completed,True
1424,2025-04-19,Completed,True
1426,2026-02-20,Completed,True
1427,2024-04-11,Completed,True
1428,2026-03-02,Completed,True
1429,2025-02-19,Completed,True
1430,2026-02-22,Completed,True
1432,2025-11-24,Completed,True
1434,2025-08-26,Completed,True
1435,2025-06-10,Completed,True
1437,2025-04-29,Completed,True
1439,2024-06-13,Completed,True
1440,2024-08-02,Completed,True
1441,2025-08-29,Completed,False
1442,2025-05-28,Completed,True
1443,2025-04-22,Completed,True
1444,2025-11-24,Completed,False
1445,2025-10-25,Completed,True
1449,2025-12-07,Completed,True
1451,2025-09-06,Completed,True
1453,2025-02-18,Completed,True
1454,2025-03-08,Completed,True
1455,2024-10-24,Completed,True
1456,2024-10-13,Completed,False
1458,2024-05-17,Completed,True
1459,2025-01-21,Completed,True
1460,2025-01-23,Completed,True
1461,2024-06-07,Completed,True
1463,2025-03-26,Completed,True
1465,2025-11-15,Completed,True
1466,2024-06-12,Completed,True
1468,2025-09-23,Completed,False
1469,2025-11-24,Completed,True
1470,2025-02-20,Completed,True
1471,2024-06-02,Completed,True
1472,2025-09-13,Completed,True
1473,2024-06-14,Completed,True
1474,2025-10-27,Completed,True
1475,2025-01-27,Completed,True
1477,2024-08-15,Completed,True
1478,2025-06-29,Completed,True
1481,2025-08-30,Completed,True
1482,2025-01-10,Completed,True
1483,2025-12-19,Completed,True
1485,2025-04-26,Completed,True
1487,2024-06-29,Completed,True
1488,2024-05-16,Completed,True
1489,2024-11-02,Completed,True
1490,2025-06-17,Completed,True
1494,2025-05-20,Completed,False
1495,2025-12-24,Completed,True
1496,2024-09-18,Completed,True
1497,2025-03-27,Completed,False
1498,2025-02-24,Completed,True
1499,2024-06-10,Completed,True
1500,2025-12-31,Completed,False
1502,2025-05-30,Completed,True
1503,2025-10-02,Completed,True
1504,2025-06-13,Completed,True
1505,2025-02-17,Completed,True
1506,2025-08-06,Completed,True
1507,2025-09-14,Completed,True
1508,2025-01-19,Completed,True
1509,2025-04-11,Completed,True
1511,2024-11-07,Completed,True
1512,2025-04-11,Completed,True
1513,2024-10-24,Completed,True
1514,2026-01-11,Completed,True
1515,2024-09-03,Completed,True
1516,2025-10-02,Completed,True
1518,2024-08-27,Completed,False
1520,2024-06-19,Completed,True
1521,2025-12-03,Completed,True
1522,2025-06-24,Completed,True
1523,2025-11-22,Completed,True
1524,2025-06-12,Completed,True
1525,2026-01-14,Completed,True
1526,2025-04-19,Completed,True
1527,2024-10-10,Completed,True
1529,2024-03-24,Completed,True
1530,2025-02-26,Completed,True
1531,2025-04-17,Completed,True
1532,2025-12-12,Completed,False
1533,2024-07-25,Completed,True
1534,2024-08-16,Completed,True
1536,2025-04-22,Completed,True
1539,2024-06-23,Completed,True
1540,2025-05-15,Completed,True
1542,2024-08-18,Completed,True
1543,2024-10-26,Completed,True
1545,2025-07-10,Completed,True
1548,2024-09-07,Completed,True
1549,2025-02-03,Completed,True
1550,2025-02-15,Completed,False
1551,2026-11-08,Completed,True
1552,2025-07-31,Completed,True
1553,2024-10-24,Completed,True
1555,2024-03-26,Completed,True
1556,2025-03-17,Completed,True
1559,2024-12-17,Completed,True
1560,2024-07-03,Completed,True
1563,2024-10-05,Completed,True
1564,2025-09-05,Completed,True
1565,2024-11-13,Completed,True
1567,2025-08-15,Completed,True
1568,2025-06-08,Completed,True
1569,2025-12-28,Completed,True
1570,2024-05-29,Completed,True
1571,2024-11-02,Completed,True
1573,2024-08-07,Completed,False
1574,2025-10-07,Completed,True
1575,2025-03-01,Completed,True
1576,2024-07-11,Completed,True
1578,2025-09-03,Completed,True
1580,2024-03-15,Completed,True
1581,2025-03-18,Completed,True
1582,2025-11-01,Completed,False
1583,2025-08-10,Completed,True
1584,2024-09-05,Completed,True
1585,2024-04-30,Completed,True
1586,2024-08-10,Completed,True
1587,2026-10-17,Completed,True
1588,2025-03-14,Completed,True
1589,2024-02-13,Completed,True
1590,2025-12-05,Completed,True
1591,2025-11-09,Completed,True
1592,2025-05-12,Completed,True
1593,2025-07-19,Completed,False
1594,2025-05-15,Completed,True
1595,2025-06-06,Completed,True
1597,2025-11-28,Completed,True
1599,2025-03-02,Completed,False
1600,2024-12-29,Completed,True
1602,2025-05-05,Completed,False
1603,2024-11-01,Completed,True
1605,2024-08-26,Completed,True
1607,2025-11-21,Completed,False
1608,2024-07-26,Completed,True
1609,2024-12-05,Completed,True
1610,2025-09-11,Completed,True
1612,2024-12-23,Completed,True
1613,2025-11-25,Completed,True
1614,2024-08-21,Completed,True
1615,2024-11-17,Completed,True
1616,2024-06-26,Completed,True
1617,2024-04-23,Completed,True
1618,2024-08-25,Completed,True
1620,2024-07-17,Completed,True
1621,2024-01-20,Completed,True
1622,2024-08-23,Completed,False
1625,2024-03-04,Completed,True
1626,2024-10-11,Completed,True
1627,2025-10-14,Completed,True
1628,2024-12-24,Completed,True
1629,2024-02-26,Completed,True
1630,2024-10-16,Completed,True
1631,2025-05-17,Completed,True
1633,2025-10-22,Completed,True
1634,2025-12-13,Completed,True
1635,2025-09-13,Completed,False
1636,2025-09-06,Completed,True
1637,2025-02-05,Completed,True
1638,2025-09-14,Completed,False
1639,2024-11-07,Completed,True
1641,2024-06-14,Completed,False
1642,2025-07-13,Completed,True
1643,2024-11-03,Completed,True
1644,2026-02-19,Completed,True
1645,2024-10-05,Completed,False
1646,2025-10-27,Completed,True
1647,2024-12-13,Completed,True
1650,2024-11-11,Completed,True
1651,2024-08-06,Completed,True
1652,2025-07-09,Completed,True
1653,2026-02-04,Completed,True
1655,2027-04-12,Completed,True
1656,2025-04-11,Completed,True
1657,2025-05-02,Completed,True
1659,2025-08-23,Completed,True
1660,2025-11-03,Completed,True
1661,2025-12-19,Completed,True
1664,2025-04-18,Completed,True
1667,2024-03-18,Completed,True
1668,2025-04-01,Completed,True
1669,2025-03-27,Completed,True
1670,2024-03-05,Completed,True
1671,2025-10-16,Completed,True
1672,2025-07-12,Completed,True
1673,2024-11-18,Completed,True
1674,2025-09-23,Completed,True
1675,2025-03-07,Completed,True
1676,2025-06-03,Completed,True
1679,2024-03-27,Completed,True
1680,2026-01-08,Completed,True
1683,2025-06-19,Completed,False
1684,2025-06-09,Completed,False
1686,2025-06-16,Completed,False
1687,2026-02-03,Completed,True
1688,2026-01-21,Completed,True
1689,2025-12-12,Completed,True
1690,2025-05-03,Completed,True
1692,2025-03-30,Completed,True
1694,2024-07-24,Completed,True
1696,2025-01-08,Completed,True
1697,2025-04-09,Completed,True
1698,2025-03-18,Completed,True
1699,2025-08-23,Completed,True
1700,2025-07-12,Completed,True
1701,2026-01-05,Completed,True
1702,2025-11-11,Completed,True
1703,2025-02-22,Completed,True
1704,2025-03-05,Completed,True
1706,2025-05-11,Completed,True
1707,2025-01-15,Completed,True
1709,2024-12-20,Completed,True
1710,2025-01-10,Completed,True
1711,2025-01-16,Completed,True
1714,2024-02-14,Completed,False
1716,2025-09-16,Completed,True
1718,2024-05-02,Completed,True
1720,2024-07-23,Completed,False
1721,2024-09-27,Completed,True
1722,2024-04-01,Completed,True
1723,2025-04-15,Completed,True
1724,2025-10-23,Completed,True
1725,2024-05-28,Completed,True
1727,2025-08-07,Completed,True
1729,2024-11-16,Completed,True
1730,2025-12-09,Completed,True
1731,2025-09-03,Completed,True
1732,2025-06-08,Completed,True
1735,2024-10-05,Completed,True
1736,2024-05-28,Completed,True
1737,2025-02-28,Completed,True
1738,2024-04-27,Completed,True
1740,2024-04-10,Completed,True
1742,2025-04-20,Completed,True
1743,2024-04-05,Completed,True
1745,2025-02-13,Completed,True
1746,2025-01-22,Completed,True
1747,2025-03-13,Completed,True
1748,2024-10-01,Completed,True
1750,2025-07-25,Completed,True
1751,2024-04-16,Completed,True
1752,2024-10-04,Completed,True
1755,2024-12-01,Completed,True
1758,2025-07-27,Completed,True
1760,2025-10-09,Completed,False
1761,2025-06-05,Completed,True
1762,2024-04-07,Completed,True
1765,2025-07-13,Completed,True
1767,2025-08-28,Completed,True
1768,2025-06-12,Completed,True
1769,2024-12-22,Completed,True
1770,2024-04-13,Completed,True
1771,2024-03-17,Completed,True
1772,2025-11-17,Completed,True
1774,2024-06-04,Completed,True
1775,2025-06-15,Completed,True
1776,2024-04-05,Completed,True
1777,2024-07-04,Completed,False
1778,2025-09-14,Completed,True
1779,2025-03-17,Completed,False
1781,2025-03-04,Completed,True
1782,2024-04-13,Completed,True
1783,2024-10-26,Completed,True
1785,2024-11-30,Completed,True
1787,2025-03-27,Completed,True
1788,2025-05-25,Completed,True
1789,2026-01-03,Completed,True
1790,2024-09-04,Completed,True
1791,2026-01-01,Completed,True
1794,2025-01-01,Completed,False
1795,2024-12-28,Completed,True
1796,2025-01-22,Completed,False
1798,2025-12-13,Completed,True
1799,2025-08-02,Completed,True
1800,2024-12-29,Completed,False
1801,2024-09-16,Completed,False
1803,2024-12-15,Completed,True
1804,2025-09-03,Completed,False
1809,2025-10-24,Completed,True
1811,2025-04-18,Completed,True
1812,2025-07-31,Completed,False
1813,2024-02-26,Completed,True
1814,2025-05-17,Completed,True
1815,2025-10-12,Completed,True
1817,2025-03-20,Completed,True
1818,2024-08-11,Completed,True
1819,2024-12-24,Completed,True
1821,2025-09-25,Completed,False
1822,2024-05-19,Completed,True
1823,2025-08-29,Completed,True
1825,2024-12-03,Completed,True
1827,2025-05-25,Completed,True
1828,2025-06-03,Completed,True
1829,2024-05-25,Completed,True
1830,2026-11-11,Completed,True
1831,2025-02-14,Completed,True
1832,2025-09-12,Completed,True
1833,2025-03-01,Completed,True
1835,2026-01-14,Completed,True
1837,2024-08-11,Completed,True
1838,2025-09-01,Completed,True
1840,2025-07-26,Completed,False
1841,2024-05-27,Completed,True
1842,2024-11-14,Completed,True
1843,2025-01-29,Completed,True
1844,2025-01-25,Completed,True
1846,2024-08-21,Completed,False
1847,2025-10-25,Completed,True
1848,2024-06-19,Completed,True
1850,2025-10-18,Completed,True
1851,2024-11-06,Completed,True
1852,2024-03-13,Completed,True
1853,2025-06-20,Completed,False
1854,2026-01-20,Completed,False
1856,2024-11-22,Completed,True
1858,2025-12-16,Completed,True
1861,2025-11-20,Completed,True
1863,2024-07-14,Completed,True
1864,2024-12-16,Completed,True
1865,2024-03-08,Completed,True
1866,2024-09-29,Completed,True
1868,2024-03-17,Completed,True
1869,2024-04-04,Completed,True
1871,2024-11-15,Completed,False
1873,2024-07-25,Completed,True
1874,2025-02-09,Completed,True
1875,2026-01-15,Completed,True
1879,2024-09-29,Completed,True
1880,2024-05-24,Completed,True
1883,2024-05-16,Completed,True
1884,2024-05-13,Completed,True
1886,2024-10-01,Completed,True
1888,2025-02-13,Completed,True
1890,2025-07-29,Completed,True
1891,2024-03-07,Completed,False
1893,2026-09-02,Completed,True
1901,2024-12-10,Completed,True
1902,2025-10-28,Completed,True
1903,2024-11-13,Completed,True
1904,2026-01-09,Completed,True
1905,2025-08-27,Completed,True
1906,2024-06-23,Completed,False
1907,2026-02-03,Completed,True
1908,2025-11-23,Completed,True
1910,2025-05-09,Completed,True
1911,2024-01-28,Completed,True
1912,2025-12-02,Completed,True
1913,2024-05-10,Completed,True
1914,2024-10-13,Completed,True
1915,2025-12-13,Completed,False
1916,2024-07-09,Completed,True
1918,2025-06-25,Completed,True
1922,2025-03-09,Completed,True
1928,2025-12-21,Completed,True
1931,2025-08-25,Completed,True
1932,2027-01-06,Completed,True
1935,2025-08-28,Completed,True
1936,2024-09-26,Completed,True
1937,2025-09-25,Completed,True
1938,2024-02-09,Completed,True
1941,2024-08-27,Completed,True
1942,2027-04-30,Completed,True
1944,2024-08-08,Completed,True
1945,2025-07-31,Completed,True
1947,2025-04-24,Completed,True
1948,2024-05-24,Completed,True
1949,2024-06-02,Completed,True
1950,2025-07-18,Completed,True
1952,2024-03-30,Completed,True
1954,2024-03-01,Completed,True
1957,2024-12-28,Completed,True
1958,2024-04-06,Completed,True
1959,2024-04-29,Completed,True
1960,2026-10-23,Completed,True
1961,2025-02-14,Completed,True
1962,2024-05-30,Completed,True
1963,2026-02-14,Completed,True
1964,2024-07-30,Completed,False
1965,2024-12-20,Completed,True
1967,2024-11-16,Completed,False
1968,2025-12-18,Completed,True
1970,2025-04-24,Completed,True
1974,2025-05-29,Completed,True
1975,2025-05-05,Completed,True
1976,2025-03-14,Completed,True
1977,2024-09-26,Completed,True
1978,2025-10-15,Completed,True
1979,2025-04-07,Completed,True
1980,2025-07-20,Completed,True
1981,2024-05-22,Completed,False
1982,2024-11-13,Completed,True
1983,2025-11-07,Completed,True
1986,2024-09-14,Completed,True
1987,2024-06-26,Completed,True
1989,2025-07-29,Completed,True
1990,2025-03-31,Completed,True
1991,2024-11-30,Completed,True
1992,2024-08-08,Completed,True
1993,2024-11-09,Completed,True
1995,2024-03-19,Completed,True
1996,2025-06-29,Completed,True
1997,2025-12-24,Completed,True
1999,2024-02-29,Completed,True
2000,2024-06-30,Completed,True
2002,2025-07-09,Completed,True
2003,2024-11-15,Completed,True
2004,2025-03-22,Completed,True
2007,2025-10-08,Completed,True
2009,2024-03-13,Completed,True
2010,2024-05-18,Completed,True
2011,2024-06-16,Completed,True
2012,2025-05-27,Completed,True
2013,2025-12-26,Completed,True
2014,2025-06-13,Completed,True
2016,2025-01-03,Completed,True
2017,2024-07-04,Completed,True
2018,2025-07-11,Completed,True
2019,2025-09-22,Completed,True
2020,2025-01-18,Completed,True
2024,2024-06-06,Completed,True
2025,2025-02-16,Completed,True
2026,2025-02-14,Completed,False
2027,2024-08-31,Completed,True
2029,2025-06-06,Completed,True
2031,2025-03-05,Completed,True
2035,2025-09-11,Completed,True
2036,2024-04-07,Completed,True
2037,2025-05-05,Completed,True
2038,2025-11-20,Completed,True
2039,2024-09-02,Completed,False
2040,2024-05-30,Completed,True
2041,2025-12-08,Completed,True
2043,2024-08-25,Completed,True
2044,2025-08-27,Completed,True
2046,2025-08-06,Completed,False
2047,2025-12-10,Completed,True
2048,2025-10-05,Completed,True
2049,2024-05-31,Completed,True
2051,2025-04-19,Completed,True
2053,2024-08-27,Completed,True
2054,2024-08-03,Completed,True
2055,2024-03-31,Completed,True
2056,2024-02-24,Completed,True
2058,2025-01-31,Completed,True
2059,2024-11-16,Completed,True
2061,2025-12-20,Completed,True
2062,2024-11-05,Completed,True
2063,2025-06-10,Completed,True
2064,2025-10-08,Completed,False
2065,2025-12-15,Completed,True
2066,2025-11-12,Completed,True
2069,2025-08-27,Completed,True
2070,2025-02-04,Completed,True
2071,2025-05-13,Completed,True
2072,2024-10-02,Completed,True
2073,2025-07-30,Completed,True
2074,2024-04-06,Completed,True
2077,2024-09-16,Completed,True
2079,2024-05-05,Completed,True
2080,2025-05-22,Completed,True
2081,2024-05-09,Completed,True
2082,2024-12-10,Completed,True
2086,2025-12-12,Completed,True
2088,2024-05-19,Completed,True
2089,2025-12-10,Completed,True
2090,2026-03-09,Completed,True
2092,2025-03-24,Completed,True
2093,2026-01-21,Completed,True
2094,2026-03-24,Completed,True
2096,2024-08-02,Completed,True
2098,2024-03-11,Completed,True
2099,2024-05-23,Completed,True
2100,2025-11-04,Completed,True
2101,2025-12-23,Completed,True
2102,2025-08-06,Completed,False
2103,2027-04-01,Completed,True
2104,2024-05-13,Completed,True
2105,2025-06-27,Completed,True
2108,2025-03-04,Completed,True
2109,2024-11-05,Completed,True
2110,2025-06-01,Completed,True
2111,2024-11-07,Completed,False
2112,2024-04-20,Completed,True
2114,2025-10-24,Completed,True
2115,2025-05-09,Completed,True
2116,2025-04-18,Completed,True
2117,2025-07-06,Completed,True
2118,2027-02-25,Completed,True
2119,2025-05-07,Completed,False
2120,2024-03-31,Completed,True
2121,2026-02-28,Completed,True
2122,2024-02-20,Completed,True
2123,2025-01-26,Completed,True
2124,2025-11-20,Completed,True
2125,2026-12-27,Completed,True
2126,2024-03-10,Completed,True
2127,2024-03-24,Completed,False
2128,2024-12-31,Completed,True
2129,2025-10-11,Completed,True
2131,2025-08-14,Completed,False
2132,2026-01-08,Completed,True
2133,2025-10-08,Completed,False
2134,2025-08-20,Completed,False
2135,2025-12-25,Completed,True
2136,2024-09-25,Completed,True
2137,2024-07-27,Completed,True
2140,2025-11-16,Completed,True
2141,2025-01-14,Completed,True
2142,2024-04-02,Completed,True
2144,2025-05-20,Completed,True
2145,2024-10-06,Completed,True
2146,2025-05-02,Completed,True
2147,2024-04-22,Completed,True
2148,2024-07-10,Completed,True
2153,2025-11-22,Completed,True
2154,2024-02-11,Completed,True
2156,2024-11-26,Completed,True
2157,2024-08-06,Completed,True
2158,2025-04-06,Completed,True
2159,2024-07-14,Completed,True
2160,2025-06-24,Completed,True
2161,2025-05-26,Completed,False
2164,2024-03-20,Completed,True
2165,2026-09-26,Completed,True
2167,2025-11-27,Completed,True
2168,2024-04-28,Completed,True
2169,2025-11-17,Completed,True
2171,2025-09-01,Completed,True
2172,2025-08-05,Completed,True
2173,2024-08-19,Completed,True
2174,2024-10-13,Completed,True
2175,2024-05-14,Completed,True
2177,2024-06-01,Completed,False
2178,2025-03-22,Completed,True
2180,2025-06-25,Completed,True
2181,2025-01-14,Completed,True
2182,2024-07-27,Completed,True
2183,2024-08-02,Completed,True
2184,2025-10-25,Completed,True
2186,2025-02-21,Completed,False
2187,2024-05-12,Completed,True
2188,2024-08-25,Completed,False
2189,2024-07-13,Completed,True
2192,2024-07-16,Completed,True
2196,2024-12-20,Completed,True
2197,2024-07-22,Completed,True
2198,2025-10-10,Completed,True
2200,2024-05-10,Completed,True
2202,2027-05-23,Completed,True
2203,2024-01-18,Completed,True
2205,2025-06-28,Completed,True
2206,2025-11-25,Completed,True
2207,2025-01-01,Completed,True
2208,2025-01-21,Completed,True
2209,2025-01-11,Completed,True
2210,2025-03-19,Completed,False
2213,2024-08-08,Completed,True
2214,2024-11-08,Completed,True
2215,2024-03-05,Completed,True
2216,2024-06-02,Completed,False
2217,2025-03-18,Completed,True
2218,2025-12-01,Completed,True
2221,2025-01-21,Completed,True
2223,2025-09-15,Completed,True
2228,2025-01-04,Completed,True
2229,2024-10-18,Completed,False
2230,2025-06-09,Completed,True
2232,2024-10-23,Completed,True
2233,2024-05-19,Completed,True
2234,2025-10-01,Completed,True
2235,2024-11-11,Completed,True
2236,2025-08-22,Completed,False
2238,2024-09-24,Completed,True
2239,2025-03-17,Completed,True
2241,2025-12-13,Completed,True
2242,2025-07-05,Completed,True
2243,2024-07-13,Completed,True
2244,2024-03-01,Completed,True
2250,2024-12-06,Completed,True
2251,2025-01-14,Completed,True
2252,2025-01-20,Completed,True
2253,2024-06-24,Completed,True
2254,2025-12-26,Completed,True
2255,2025-07-18,Completed,True
2256,2025-06-03,Completed,True
2258,2025-12-20,Completed,True
2259,2025-01-24,Completed,True
2260,2026-02-20,Completed,True
2261,2025-11-30,Completed,True
2262,2025-01-19,Completed,True
2263,2025-10-21,Completed,True
2265,2024-07-17,Completed,True
2266,2025-08-23,Completed,True
2267,2024-07-19,Completed,True
2269,2024-03-17,Completed,True
2270,2025-02-22,Completed,True
2271,2024-08-08,Completed,True
2273,2024-07-05,Completed,True
2275,2024-08-23,Completed,True
2276,2025-02-07,Completed,False
2278,2023-12-14,Completed,True
2279,2024-10-05,Completed,True
2283,2026-02-02,Completed,True
2285,2024-11-03,Completed,True
2286,2025-06-30,Completed,True
2287,2024-11-13,Completed,True
2289,2025-06-04,Completed,True
2290,2025-11-23,Completed,False
2291,2024-01-11,Completed,True
2294,2025-01-10,Completed,True
2295,2024-02-19,Completed,True
2296,2024-07-12,Completed,True
2297,2024-11-16,Completed,True
2300,2024-09-07,Completed,True
2301,2025-11-21,Completed,True
2302,2024-05-27,Completed,True
2303,2024-05-25,Completed,True
2306,2025-11-30,Completed,True
2308,2025-05-11,Completed,True
2310,2025-09-22,Completed,True
2311,2024-08-02,Completed,True
2312,2024-07-31,Completed,True
2315,2024-07-04,Completed,True
2318,2025-07-16,Completed,False
2320,2024-03-24,Completed,False
2322,2025-05-30,Completed,True
2323,2026-01-14,Completed,True
2325,2025-12-25,Completed,True
2326,2025-11-24,Completed,True
2328,2024-11-08,Completed,True
2331,2025-07-26,Completed,True
2332,2024-11-09,Completed,True
2334,2024-07-05,Completed,True
2335,2025-06-10,Completed,True
2337,2024-10-20,Completed,True
2338,2025-04-09,Completed,True
2339,2025-10-25,Completed,True
2341,2025-01-09,Completed,True
2343,2024-07-20,Completed,True
2344,2024-07-27,Completed,True
2345,2026-02-10,Completed,True
2346,2025-01-28,Completed,True
2348,2025-03-06,Completed,True
2349,2025-09-28,Completed,True
2350,2025-12-05,Completed,True
2352,2025-09-12,Completed,True
2353,2025-09-10,Completed,True
2355,2026-04-18,Completed,True
2356,2024-05-31,Completed,True
2359,2024-03-02,Completed,True
2360,2024-04-11,Completed,True
2362,2024-03-14,Completed,True
2363,2025-09-01,Completed,True
2364,2025-09-27,Completed,True
2365,2025-05-08,Completed,True
2366,2025-06-22,Completed,True
2367,2024-03-07,Completed,True
2368,2027-01-05,Completed,True
2369,2024-06-04,Completed,True
2370,2025-03-03,Completed,True
2371,2024-05-11,Completed,True
2372,2025-04-05,Completed,True
2374,2024-02-02,Completed,True
2375,2026-03-24,Completed,True
2376,2025-01-07,Completed,True
2377,2025-03-05,Completed,True
2379,2024-12-21,Completed,False
2380,2024-07-22,Completed,True
2381,2025-08-31,Completed,True
2382,2026-08-10,Completed,True
2383,2024-07-16,Completed,True
2384,2025-09-14,Completed,True
2385,2024-04-15,Completed,True
2386,2024-07-02,Completed,True
2388,2025-08-06,Completed,True
2389,2025-04-12,Completed,True
2390,2025-11-20,Completed,True
2391,2026-01-27,Completed,True
2392,2026-04-02,Completed,True
2393,2024-03-25,Completed,True
2394,2025-01-19,Completed,True
2395,2025-07-21,Completed,True
2397,2025-08-21,Completed,True
2398,2025-08-22,Completed,False
2399,2024-12-04,Completed,True
2402,2025-08-25,Completed,True
2403,2025-09-13,Completed,True
2404,2025-11-13,Completed,True
2407,2024-06-13,Completed,True
2411,2025-11-05,Completed,True
2413,2025-01-13,Completed,True
2416,2025-10-16,Completed,True
2417,2024-07-10,Completed,True
2418,2025-03-24,Completed,True
2419,2025-03-21,Completed,False
2420,2025-05-18,Completed,True
2421,2024-12-07,Completed,True
2422,2025-01-30,Completed,True
2423,2025-02-04,Completed,False
2424,2024-03-22,Completed,True
2425,2026-01-05,Completed,True
2426,2025-02-01,Completed,True
2429,2025-08-04,Completed,True
2430,2025-04-01,Completed,True
2432,2024-05-16,Completed,True
2434,2025-05-14,Completed,True
2435,2024-10-28,Completed,True
2436,2025-04-23,Completed,False
2437,2025-12-07,Completed,True
2439,2025-09-25,Completed,True
2442,2024-05-31,Completed,True
2443,2024-09-07,Completed,True
2445,2024-06-22,Completed,True
2446,2024-03-02,Completed,True
2447,2024-02-14,Completed,True
2448,2025-06-01,Completed,True
2449,2024-09-20,Completed,True
2450,2025-04-21,Completed,True
2452,2024-10-15,Completed,False
2455,2025-04-15,Completed,True
2456,2024-05-28,Completed,True
2457,2024-11-01,Completed,True
2458,2025-01-17,Completed,True
2459,2024-07-19,Completed,True
2460,2024-03-08,Completed,True
2461,2025-12-07,Completed,True
2462,2025-08-23,Completed,True
2463,2025-06-20,Completed,True
2464,2024-03-05,Completed,True
2465,2025-04-07,Completed,True
2466,2024-12-23,Completed,True
2467,2025-04-04,Completed,True
2468,2025-07-20,Completed,True
2469,2024-07-16,Completed,True
2470,2024-09-05,Completed,True
2471,2025-02-10,Completed,True
2472,2026-01-09,Completed,True
2473,2025-11-05,Completed,True
2474,2024-06-22,Completed,True
2475,2026-01-20,Completed,False
2476,2025-12-16,Completed,False
2477,2025-04-07,Completed,True
2478,2025-01-06,Completed,True
2479,2024-05-16,Completed,True
2480,2025-02-27,Completed,True
2481,2025-05-29,Completed,True
2484,2025-01-07,Completed,True
2490,2024-02-13,Completed,True
2491,2026-12-05,Completed,True
2492,2025-08-08,Completed,True
2493,2025-09-16,Completed,True
2494,2025-12-04,Completed,True
2495,2026-07-09,Completed,True
2496,2025-12-03,Completed,True
2497,2025-06-30,Completed,True
2499,2024-06-18,Completed,True
2500,2026-02-22,Completed,True
