txn_id,work_id,vendor_id,amount,txn_date,payment_status
1726,681,184,49600000,2024-11-14,Completed
1727,681,184,49600000,2025-08-03,Completed
1728,681,184,49600000,2025-03-07,Completed
1729,682,35,91300000,2024-06-25,Completed
1730,683,26,42150000,2025-07-05,Completed
1731,683,26,42150000,2025-03-22,Completed
1732,684,104,131300000,2024-12-30,Completed
1733,685,116,125450000,2024-07-14,Completed
1734,685,116,125450000,2024-10-15,Completed
1735,686,137,87050000,2024-10-03,Completed
1736,686,137,87050000,2025-03-01,Completed
1737,687,118,74300000,2025-09-02,Completed
1738,688,189,202750000,2024-08-16,Completed
1739,688,189,202750000,2025-04-10,Completed
1740,689,52,153450000,2024-05-17,Completed
1741,689,52,153450000,2025-01-27,Completed
1742,690,58,166400000,2025-03-25,Completed
1743,690,58,166400000,2024-12-04,Completed
1744,691,48,123133333,2024-11-20,Completed
1745,691,48,123133333,2024-09-19,Completed
1746,691,48,123133333,2025-04-21,Completed
1747,692,116,23033333,2025-09-20,Completed
1748,692,116,23033333,2025-10-22,Completed
1749,692,116,23033333,2025-12-22,Completed
1750,693,39,262700000,2025-01-18,Completed
1751,694,174,210600000,2026-01-28,Completed
1752,694,174,210600000,2026-01-02,Completed
1753,695,20,179650000,2024-07-09,Completed
1754,695,20,179650000,2024-08-26,Completed
1755,696,98,664478955,2025-07-30,Completed
1756,697,147,66500000,2025-10-30,Completed
1757,697,147,66500000,2025-06-22,Completed
1758,697,147,66500000,2025-06-12,Completed
1759,697,147,66500000,2025-12-14,Completed
1760,698,9,155900000,2025-08-26,Completed
1761,699,31,49066666,2025-01-28,Completed
1762,699,31,49066666,2024-09-22,Completed
1763,699,31,49066666,2025-05-27,Completed
1764,700,23,299700000,2025-09-30,Completed
1765,701,129,44900000,2024-04-27,Completed
1766,701,129,44900000,2024-10-01,Completed
1767,702,2,35100000,2025-02-23,Completed
1768,702,2,35100000,2024-12-27,Completed
1769,702,2,35100000,2024-10-29,Completed
1770,703,31,40850000,2025-09-06,Completed
1771,703,31,40850000,2025-12-05,Completed
1772,703,31,40850000,2025-08-06,Completed
1773,703,31,40850000,2026-01-17,Completed
1774,704,88,412900000,2025-02-18,Completed
1775,705,94,207600000,2025-10-27,Completed
1776,706,124,230850000,2024-11-30,Completed
1777,706,124,230850000,2025-04-10,Completed
1778,707,154,119300000,2026-02-27,Completed
1779,708,59,129966666,2025-03-05,Completed
1780,708,59,129966666,2025-03-17,Completed
1781,708,59,129966666,2025-03-09,Completed
1782,709,26,61700000,2025-07-22,Completed
1783,709,26,61700000,2025-12-05,Completed
1784,710,103,98033333,2024-07-04,Completed
1785,710,103,98033333,2024-09-02,Completed
1786,710,103,98033333,2024-04-24,Completed
1787,711,57,243700000,2025-05-11,Completed
1788,712,66,383400000,2025-10-29,Completed
1789,713,36,83900000,2024-07-23,Completed
1790,713,36,83900000,2024-05-02,Completed
1791,713,36,83900000,2024-05-22,Completed
1792,714,124,83300000,2025-01-30,Completed
1793,714,124,83300000,2024-12-02,Completed
1794,715,108,215300000,2025-01-07,Completed
1795,715,108,215300000,2025-02-06,Completed
1796,716,160,120466666,2024-10-07,Completed
1797,716,160,120466666,2024-12-05,Completed
1798,716,160,120466666,2025-06-14,Completed
1799,717,76,82200000,2025-06-26,Completed
1800,717,76,82200000,2025-03-22,Completed
1801,718,18,136800000,2024-09-28,Completed
1802,718,18,136800000,2024-07-23,Completed
1803,719,89,21588614,2025-05-31,Completed
1804,719,89,21588614,2025-08-13,Completed
1805,719,89,21588614,2024-12-22,Completed
1806,719,89,21588614,2024-12-20,Completed
1807,720,190,113033333,2025-04-02,Completed
1808,720,190,113033333,2024-12-15,Completed
1809,720,190,113033333,2024-09-20,Completed
1810,721,142,69333333,2025-12-28,Completed
1811,721,142,69333333,2025-10-04,Completed
1812,721,142,69333333,2025-08-13,Completed
1813,722,198,80633333,2025-01-29,Completed
1814,722,198,80633333,2024-09-06,Completed
1815,722,198,80633333,2024-05-25,Completed
1816,723,127,70400000,2026-03-31,Completed
1817,723,127,70400000,2025-09-29,Completed
1818,724,155,34500000,2025-02-01,Completed
1819,724,155,34500000,2025-07-02,Completed
1820,724,155,34500000,2025-02-25,Completed
1821,725,12,486500000,2024-08-08,Completed
1822,726,117,101075000,2025-02-09,Completed
1823,726,117,101075000,2024-12-03,Completed
1824,726,117,101075000,2025-02-20,Completed
1825,726,117,101075000,2024-06-23,Completed
1826,727,177,768917306,2024-03-09,Completed
1827,728,130,211200000,2025-09-03,Completed
1828,729,124,255100000,2025-09-06,Completed
1829,730,37,128300000,2024-11-16,Completed
1830,731,10,25175000,2024-07-26,Completed
1831,731,10,25175000,2024-08-14,Completed
1832,731,10,25175000,2024-07-21,Completed
1833,731,10,25175000,2025-04-05,Completed
1834,732,141,379000000,2025-05-17,Completed
1835,733,188,82050000,2025-10-14,Completed
1836,733,188,82050000,2025-07-10,Completed
1837,733,188,82050000,2025-05-01,Completed
1838,733,188,82050000,2025-03-19,Completed
1839,734,143,69533333,2025-08-31,Completed
1840,734,143,69533333,2025-10-04,Completed
1841,734,143,69533333,2025-11-04,Completed
1842,735,3,28700000,2024-04-16,Completed
1843,735,3,28700000,2024-08-12,Completed
1844,735,3,28700000,2024-01-22,Completed
1845,736,7,165450000,2024-11-05,Completed
1846,736,7,165450000,2025-02-05,Completed
1847,737,96,331600000,2025-01-21,Completed
1848,738,157,144266666,2024-09-04,Completed
1849,738,157,144266666,2024-11-04,Completed
1850,738,157,144266666,2024-09-19,Completed
1851,739,153,42250000,2025-05-18,Completed
1852,739,153,42250000,2025-09-16,Completed
1853,740,63,119300000,2024-02-18,Completed
1854,740,63,119300000,2024-03-21,Completed
1855,740,63,119300000,2024-08-14,Completed
1856,741,21,55533333,2024-04-20,Completed
1857,741,21,55533333,2024-04-13,Completed
1858,741,21,55533333,2024-07-08,Completed
1859,742,57,114650000,2024-08-01,Completed
1860,742,57,114650000,2024-08-10,Completed
1861,743,188,132800000,2025-08-14,Completed
1862,744,98,88750000,2025-03-20,Completed
1863,744,98,88750000,2025-04-16,Completed
1864,744,98,88750000,2025-04-29,Completed
1865,744,98,88750000,2025-04-22,Completed
1866,745,178,310400000,2024-10-06,Completed
1867,746,114,63100000,2025-05-07,Completed
1868,746,114,63100000,2025-03-02,Completed
1869,746,114,63100000,2025-09-17,Completed
1870,746,114,63100000,2025-02-22,Completed
1871,747,66,155700000,2026-03-24,Completed
1872,747,66,155700000,2026-06-10,Completed
1873,747,66,155700000,2026-05-19,Completed
1874,748,110,39950000,2025-10-12,Completed
1875,748,110,39950000,2025-07-13,Completed
1876,749,169,86166666,2024-08-09,Completed
1877,749,169,86166666,2024-09-16,Completed
1878,749,169,86166666,2024-06-23,Completed
1879,750,1,107775000,2024-08-25,Completed
1880,750,1,107775000,2024-08-13,Completed
1881,750,1,107775000,2024-07-23,Completed
1882,750,1,107775000,2024-09-27,Completed
1883,751,64,565738718,2025-08-18,Completed
1884,752,55,27100000,2025-01-05,Completed
1885,752,55,27100000,2025-01-31,Completed
1886,752,55,27100000,2025-01-17,Completed
1887,753,121,164966666,2024-12-01,Completed
1888,753,121,164966666,2025-07-23,Completed
1889,753,121,164966666,2025-01-03,Completed
1890,754,36,93900000,2024-06-23,Completed
1891,754,36,93900000,2024-11-15,Completed
1892,754,36,93900000,2024-12-03,Completed
1893,754,36,93900000,2024-10-21,Completed
1894,755,180,76600000,2025-08-10,Completed
1895,755,180,76600000,2025-12-05,Completed
1896,755,180,76600000,2025-12-11,Completed
1897,755,180,76600000,2026-02-04,Completed
1898,756,18,51700000,2025-04-27,Completed
1899,756,18,51700000,2025-02-28,Completed
1900,756,18,51700000,2025-06-07,Completed
1901,757,94,158550000,2024-05-03,Completed
1902,757,94,158550000,2024-08-02,Completed
1903,758,27,90575000,2025-05-24,Completed
1904,758,27,90575000,2025-10-18,Completed
1905,758,27,90575000,2025-04-13,Completed
1906,758,27,90575000,2025-08-04,Completed
1907,759,117,126300000,2024-06-15,Completed
1908,760,2,53450000,2024-07-30,Completed
1909,760,2,53450000,2024-11-26,Completed
1910,761,7,87975000,2025-05-26,Completed
1911,761,7,87975000,2025-05-02,Completed
1912,761,7,87975000,2025-05-12,Completed
1913,761,7,87975000,2025-12-06,Completed
1914,762,163,39100000,2025-07-09,Completed
1915,762,163,39100000,2025-09-24,Completed
1916,762,163,39100000,2025-07-31,Completed
1917,762,163,39100000,2026-01-01,Completed
1918,763,40,83400000,2026-01-26,Completed
1919,763,40,83400000,2025-10-17,Completed
1920,764,200,41533333,2024-07-27,Completed
1921,764,200,41533333,2024-09-13,Completed
1922,764,200,41533333,2024-05-25,Completed
1923,765,67,425000000,2026-01-31,Completed
1924,766,26,274200000,2024-03-17,Completed
1925,767,128,117333333,2025-07-27,Completed
1926,767,128,117333333,2025-08-17,Completed
1927,767,128,117333333,2025-03-24,Completed
1928,768,197,107150000,2026-01-12,Completed
1929,768,197,107150000,2025-12-23,Completed
1930,768,197,107150000,2026-01-21,Completed
1931,768,197,107150000,2025-10-08,Completed
1932,769,138,317900000,2025-01-30,Completed
1933,770,136,82400000,2024-12-27,Completed
1934,770,136,82400000,2025-02-07,Completed
1935,771,48,487900000,2025-11-12,Completed
1936,772,83,97850000,2025-08-02,Completed
1937,772,83,97850000,2025-01-12,Completed
1938,773,68,369900000,2025-01-19,Completed
1939,774,102,225414212,2024-01-10,Completed
1940,774,102,225414212,2024-03-30,Completed
1941,775,173,62266666,2026-06-03,Completed
1942,775,173,62266666,2025-11-25,Completed
1943,775,173,62266666,2025-12-04,Completed
1944,776,119,240300000,2024-11-14,Completed
1945,777,138,76766666,2024-10-29,Completed
1946,777,138,76766666,2024-11-10,Completed
1947,777,138,76766666,2025-01-26,Completed
1948,778,61,244600000,2024-08-13,Completed
1949,778,61,244600000,2024-05-25,Completed
1950,779,30,107333333,2026-05-06,Completed
1951,779,30,107333333,2025-10-06,Completed
1952,779,30,107333333,2026-02-20,Completed
1953,780,160,363200000,2024-06-26,Completed
1954,781,48,303000000,2025-07-06,Completed
1955,782,30,292900000,2025-11-16,Completed
1956,783,36,319200000,2025-09-19,Completed
1957,784,177,34700000,2024-06-03,Completed
1958,784,177,34700000,2024-11-21,Completed
1959,785,11,116100000,2025-01-03,Completed
1960,785,11,116100000,2024-05-25,Completed
1961,786,151,87211347,2026-05-08,Completed
1962,786,151,87211347,2025-11-12,Completed
1963,787,107,199550000,2024-06-23,Completed
1964,787,107,199550000,2024-09-23,Completed
1965,788,188,149150000,2024-10-19,Completed
1966,788,188,149150000,2025-02-03,Completed
1967,789,186,94050000,2024-07-16,Completed
1968,789,186,94050000,2024-12-30,Completed
1969,789,186,94050000,2024-05-08,Completed
1970,789,186,94050000,2024-11-09,Completed
1971,790,59,122500000,2026-03-05,Completed
1972,790,59,122500000,2025-12-14,Completed
1973,790,59,122500000,2026-02-28,Completed
1974,790,59,122500000,2025-12-03,Completed
1975,791,5,161900000,2024-10-23,Completed
1976,792,22,124400000,2025-03-28,Completed
1977,792,22,124400000,2025-09-17,Completed
1978,792,22,124400000,2025-03-11,Completed
1979,793,149,69700000,2025-07-12,Completed
1980,793,149,69700000,2025-07-02,Completed
1981,793,149,69700000,2025-05-01,Completed
1982,794,46,252100000,2024-08-19,Completed
1983,795,143,85350000,2025-04-30,Completed
1984,795,143,85350000,2025-06-22,Completed
1985,796,99,187850000,2025-05-13,Completed
1986,796,99,187850000,2025-01-01,Completed
1987,797,32,302200000,2025-11-04,Completed
1988,798,72,221600000,2025-05-11,Completed
1989,799,162,240000000,2025-09-25,Completed
1990,799,162,240000000,2026-01-04,Completed
1991,800,1,53050000,2024-12-30,Completed
1992,800,1,53050000,2024-07-01,Completed
1993,800,1,53050000,2024-06-18,Completed
1994,800,1,53050000,2024-06-25,Completed
1995,801,192,51775000,2024-12-29,Completed
1996,801,192,51775000,2025-01-28,Completed
1997,801,192,51775000,2024-12-14,Completed
1998,801,192,51775000,2025-04-03,Completed
1999,802,171,549303277,2025-07-29,Completed
2000,803,69,21050000,2025-08-12,Completed
2001,803,69,21050000,2025-04-04,Completed
2002,803,69,21050000,2025-07-25,Completed
2003,803,69,21050000,2025-07-19,Completed
2004,804,166,82750000,2025-07-07,Completed
2005,804,166,82750000,2025-01-24,Completed
2006,804,166,82750000,2025-06-26,Completed
2007,804,166,82750000,2025-06-13,Completed
2008,805,2,54566666,2026-01-22,Completed
2009,805,2,54566666,2026-03-24,Completed
2010,805,2,54566666,2026-05-06,Completed
2011,806,138,203900000,2024-06-28,Completed
2012,807,198,148966666,2024-08-06,Completed
2013,807,198,148966666,2024-08-30,Completed
2014,807,198,148966666,2024-02-20,Completed
2015,808,119,476000000,2024-12-28,Completed
2016,809,92,93800000,2024-07-28,Completed
2017,809,92,93800000,2024-07-12,Completed
2018,810,168,45466666,2024-08-15,Completed
2019,810,168,45466666,2024-06-23,Completed
2020,810,168,45466666,2024-05-23,Completed
2021,811,53,161200000,2025-08-30,Completed
2022,812,138,82775000,2024-10-23,Completed
2023,812,138,82775000,2024-08-20,Completed
2024,812,138,82775000,2024-05-08,Completed
2025,812,138,82775000,2024-05-03,Completed
2026,813,99,60900000,2024-02-04,Completed
2027,813,99,60900000,2024-06-12,Completed
2028,814,14,183916734,2025-12-15,Completed
2029,814,14,183916734,2025-10-23,Completed
2030,814,14,183916734,2025-11-15,Completed
2031,814,14,183916734,2025-07-16,Completed
2032,815,194,186900000,2025-08-01,Completed
2033,815,194,186900000,2025-06-23,Completed
2034,816,102,169400000,2024-04-15,Completed
2035,817,24,226700000,2024-06-01,Completed
2036,818,39,173959585,2025-02-17,Completed
2037,818,39,173959585,2024-12-09,Completed
2038,818,39,173959585,2025-09-04,Completed
2039,819,29,123533333,2024-01-22,Completed
2040,819,29,123533333,2024-07-21,Completed
2041,819,29,123533333,2024-05-03,Completed
2042,820,198,47150000,2025-10-27,Completed
2043,820,198,47150000,2026-04-01,Completed
2044,821,184,228600000,2025-05-10,Completed
2045,822,148,358400000,2024-09-11,Completed
2046,823,91,36525000,2024-04-01,Completed
2047,823,91,36525000,2024-08-09,Completed
2048,823,91,36525000,2024-05-20,Completed
2049,823,91,36525000,2024-02-02,Completed
2050,824,44,112550000,2025-09-30,Completed
2051,824,44,112550000,2026-04-10,Completed
2052,824,44,112550000,2026-02-27,Completed
2053,824,44,112550000,2026-01-03,Completed
2054,825,45,72750000,2024-09-05,Completed
2055,825,45,72750000,2025-04-27,Completed
2056,826,93,49575000,2024-05-27,Completed
2057,826,93,49575000,2024-02-29,Completed
2058,826,93,49575000,2024-02-15,Completed
2059,826,93,49575000,2024-06-10,Completed
2060,827,23,95500000,2025-03-14,Completed
2061,827,23,95500000,2025-11-02,Completed
2062,827,23,95500000,2025-11-12,Completed
2063,827,23,95500000,2025-04-14,Completed
2064,828,109,49500000,2024-11-26,Completed
2065,828,109,49500000,2024-08-20,Completed
2066,828,109,49500000,2024-07-09,Completed
2067,828,109,49500000,2024-08-23,Completed
2068,829,34,26200000,2026-06-28,Completed
2069,829,34,26200000,2025-12-19,Completed
2070,829,34,26200000,2026-04-27,Completed
2071,830,57,29266666,2026-06-07,Completed
2072,830,57,29266666,2026-04-22,Completed
2073,830,57,29266666,2025-11-17,Completed
2074,831,111,490900000,2026-01-27,Completed
2075,832,7,147750000,2025-11-04,Completed
2076,832,7,147750000,2025-09-24,Completed
2077,833,97,55450000,2025-02-20,Completed
2078,833,97,55450000,2025-03-21,Completed
2079,834,130,398400000,2025-10-24,Completed
2080,835,65,156300000,2024-12-10,Completed
2081,835,65,156300000,2024-11-12,Completed
2082,835,65,156300000,2024-05-15,Completed
2083,836,52,161766666,2025-01-11,Completed
2084,836,52,161766666,2025-05-31,Completed
2085,836,52,161766666,2025-05-16,Completed
2086,837,189,68525000,2025-07-24,Completed
2087,837,189,68525000,2025-08-03,Completed
2088,837,189,68525000,2025-08-29,Completed
2089,837,189,68525000,2026-02-25,Completed
2090,838,200,42733333,2024-05-05,Completed
2091,838,200,42733333,2024-04-09,Completed
2092,838,200,42733333,2024-06-11,Completed
2093,839,111,220300000,2024-05-31,Completed
2094,839,111,220300000,2024-06-09,Completed
2095,840,194,127000000,2025-10-14,Completed
2096,840,194,127000000,2025-09-01,Completed
2097,841,164,158800000,2024-12-06,Completed
2098,841,164,158800000,2025-03-28,Completed
2099,841,164,158800000,2025-05-19,Completed
2100,842,147,246600000,2024-08-22,Completed
2101,843,196,99325000,2025-07-24,Completed
2102,843,196,99325000,2025-08-02,Completed
2103,843,196,99325000,2025-08-11,Completed
2104,843,196,99325000,2025-01-14,Completed
2105,844,124,398100000,2026-05-17,Completed
2106,845,125,64400000,2024-09-13,Completed
2107,845,125,64400000,2025-03-22,Completed
2108,845,125,64400000,2025-04-28,Completed
2109,846,189,84866666,2024-12-07,Completed
2110,846,189,84866666,2025-03-11,Completed
2111,846,189,84866666,2024-12-04,Completed
2112,847,116,372400000,2026-02-07,Completed
2113,848,74,142366666,2024-01-06,Completed
2114,848,74,142366666,2024-04-25,Completed
2115,848,74,142366666,2024-04-01,Completed
2116,849,83,113250000,2023-12-12,Completed
2117,849,83,113250000,2024-06-15,Completed
2118,849,83,113250000,2023-10-13,Completed
2119,849,83,113250000,2023-12-28,Completed
2120,850,130,118866666,2023-12-26,Completed
2121,850,130,118866666,2024-06-12,Completed
2122,850,130,118866666,2024-06-12,Completed
2123,851,83,202750000,2025-01-27,Completed
2124,851,83,202750000,2025-03-09,Completed
2125,852,152,186600000,2025-08-19,Completed
2126,852,152,186600000,2026-01-10,Completed
2127,853,1,113975000,2025-12-20,Completed
2128,853,1,113975000,2025-10-24,Completed
2129,853,1,113975000,2025-06-14,Completed
2130,853,1,113975000,2025-06-03,Completed
2131,854,79,153200000,2025-09-09,Completed
2132,854,79,153200000,2025-02-06,Completed
2133,854,79,153200000,2025-09-12,Completed
2134,855,194,126450000,2025-06-14,Completed
2135,855,194,126450000,2025-03-21,Completed
2136,856,73,106250000,2024-03-05,Completed
2137,856,73,106250000,2024-02-14,Completed
2138,857,169,94675000,2024-11-09,Completed
2139,857,169,94675000,2025-02-10,Completed
2140,857,169,94675000,2024-12-16,Completed
2141,857,169,94675000,2024-11-26,Completed
2142,858,160,57900000,2025-01-07,Completed
2143,858,160,57900000,2025-05-16,Completed
2144,858,160,57900000,2025-02-06,Completed
2145,858,160,57900000,2025-04-28,Completed
2146,859,46,312000000,2025-06-01,Completed
2147,860,135,93166666,2025-12-03,Completed
2148,860,135,93166666,2025-09-29,Completed
2149,860,135,93166666,2025-09-14,Completed
2150,861,118,107100000,2024-04-20,Completed
2151,861,118,107100000,2024-05-10,Completed
2152,861,118,107100000,2024-04-06,Completed
2153,862,16,74250000,2026-01-25,Completed
2154,862,16,74250000,2026-06-04,Completed
2155,863,72,148450000,2024-10-11,Completed
2156,863,72,148450000,2024-11-23,Completed
2157,864,47,334500000,2025-02-10,Completed
2158,865,114,239500000,2024-02-18,Completed
2159,865,114,239500000,2023-12-06,Completed
2160,866,101,205800000,2024-06-01,Completed
2161,867,91,189150000,2025-02-19,Completed
2162,867,91,189150000,2024-11-04,Completed
2163,868,141,298500000,2024-05-11,Completed
2164,869,180,144500000,2025-09-27,Completed
2165,869,180,144500000,2025-06-07,Completed
2166,870,119,162633333,2025-12-04,Completed
2167,870,119,162633333,2025-08-02,Completed
2168,870,119,162633333,2026-03-29,Completed
2169,871,95,384500000,2025-12-10,Completed
2170,872,156,194700000,2025-07-02,Completed
2171,873,87,103050000,2025-07-21,Completed
2172,873,87,103050000,2025-12-17,Completed
2173,873,87,103050000,2025-08-29,Completed
2174,873,87,103050000,2025-12-11,Completed
2175,874,53,106575000,2025-01-22,Completed
2176,874,53,106575000,2025-03-15,Completed
2177,874,53,106575000,2024-11-01,Completed
2178,874,53,106575000,2025-03-29,Completed
2179,875,15,372900000,2025-02-08,Completed
2180,876,158,132100000,2025-10-26,Completed
2181,877,198,42900000,2024-07-25,Completed
2182,877,198,42900000,2024-07-23,Completed
2183,878,110,29900000,2025-09-09,Completed
2184,878,110,29900000,2025-11-22,Completed
2185,878,110,29900000,2025-12-04,Completed
2186,878,110,29900000,2026-02-18,Completed
2187,879,140,495200000,2024-04-14,Completed
2188,880,38,134000000,2024-02-25,Completed
2189,881,187,91425000,2024-01-05,Completed
2190,881,187,91425000,2024-07-17,Completed
2191,881,187,91425000,2024-02-03,Completed
2192,881,187,91425000,2024-01-04,Completed
2193,882,127,342700000,2024-08-28,Completed
2194,883,1,66166666,2026-03-20,Completed
2195,883,1,66166666,2026-04-21,Completed
2196,883,1,66166666,2025-12-17,Completed
2197,884,145,352300000,2024-04-28,Completed
2198,885,192,78075000,2024-11-01,Completed
2199,885,192,78075000,2024-11-24,Completed
2200,885,192,78075000,2025-05-04,Completed
2201,885,192,78075000,2025-02-17,Completed
2202,886,128,38600000,2026-02-15,Completed
2203,886,128,38600000,2026-03-16,Completed
2204,886,128,38600000,2026-02-09,Completed
2205,886,128,38600000,2025-12-30,Completed
2206,887,40,90975000,2024-10-23,Completed
2207,887,40,90975000,2024-10-25,Completed
2208,887,40,90975000,2024-05-21,Completed
2209,887,40,90975000,2024-08-08,Completed
2210,888,103,240800000,2024-05-08,Completed
2211,888,103,240800000,2024-07-23,Completed
2212,889,154,346800000,2024-04-28,Completed
2213,890,171,197450000,2025-10-04,Completed
2214,890,171,197450000,2025-10-17,Completed
2215,891,119,354400000,2026-02-18,Completed
2216,892,83,82850000,2024-03-25,Completed
2217,892,83,82850000,2024-08-19,Completed
2218,893,177,435100000,2024-04-10,Completed
2219,894,55,76300000,2024-12-02,Completed
2220,895,189,130650000,2026-01-03,Completed
2221,895,189,130650000,2025-08-20,Completed
2222,896,43,238600000,2025-05-25,Completed
2223,896,43,238600000,2024-11-29,Completed
2224,897,83,28300000,2025-12-13,Completed
2225,897,83,28300000,2025-08-25,Completed
2226,897,83,28300000,2025-06-29,Completed
2227,897,83,28300000,2025-12-09,Completed
2228,898,60,113700000,2024-06-06,Completed
2229,899,83,51750000,2023-10-05,Completed
2230,899,83,51750000,2024-02-21,Completed
2231,900,85,446300000,2025-08-15,Completed
2232,901,56,370000000,2024-04-22,Completed
2233,902,99,69400000,2024-06-12,Completed
2234,903,162,57250000,2024-06-17,Completed
2235,903,162,57250000,2024-06-27,Completed
2236,904,27,104125000,2023-12-19,Completed
2237,904,27,104125000,2024-06-14,Completed
2238,904,27,104125000,2024-03-30,Completed
2239,904,27,104125000,2024-03-14,Completed
2240,905,148,457500000,2023-12-07,Completed
2241,906,52,63000000,2026-03-02,Completed
2242,906,52,63000000,2025-10-18,Completed
2243,906,52,63000000,2025-10-09,Completed
2244,907,141,65325000,2025-07-15,Completed
2245,907,141,65325000,2025-07-07,Completed
2246,907,141,65325000,2026-01-09,Completed
2247,907,141,65325000,2025-05-25,Completed
2248,908,82,137033333,2025-06-24,Completed
2249,908,82,137033333,2025-12-10,Completed
2250,908,82,137033333,2026-01-27,Completed
2251,909,96,250500000,2025-03-23,Completed
2252,910,22,77566666,2024-07-18,Completed
2253,910,22,77566666,2024-07-19,Completed
2254,910,22,77566666,2024-08-22,Completed
2255,911,197,34675000,2025-01-21,Completed
2256,911,197,34675000,2025-05-04,Completed
2257,911,197,34675000,2025-03-28,Completed
2258,911,197,34675000,2024-11-13,Completed
2259,912,157,118147890,2024-11-13,Completed
2260,912,157,118147890,2025-03-20,Completed
2261,913,191,25275000,2026-01-23,Completed
2262,913,191,25275000,2025-11-02,Completed
2263,913,191,25275000,2026-01-22,Completed
2264,913,191,25275000,2025-10-17,Completed
2265,914,25,64733333,2024-05-01,Completed
2266,914,25,64733333,2024-12-30,Completed
2267,914,25,64733333,2025-02-22,Completed
2268,915,147,66900000,2024-03-21,Completed
2269,915,147,66900000,2024-07-20,Completed
2270,915,147,66900000,2024-10-05,Completed
2271,916,120,407800000,2024-11-10,Completed
2272,917,139,105066666,2024-03-12,Completed
2273,917,139,105066666,2024-05-21,Completed
2274,917,139,105066666,2024-10-25,Completed
2275,918,122,191450000,2025-05-20,Completed
2276,918,122,191450000,2024-11-20,Completed
2277,919,85,98550000,2024-12-27,Completed
2278,919,85,98550000,2025-03-05,Completed
2279,919,85,98550000,2024-12-24,Completed
2280,919,85,98550000,2024-12-14,Completed
2281,920,181,348000000,2025-04-08,Completed
2282,921,16,112833333,2024-08-31,Completed
2283,921,16,112833333,2024-10-02,Completed
2284,921,16,112833333,2025-02-23,Completed
2285,922,97,123650000,2026-01-17,Completed
2286,922,97,123650000,2025-10-14,Completed
2287,922,97,123650000,2025-10-08,Completed
2288,922,97,123650000,2025-10-17,Completed
2289,923,124,386900000,2024-10-13,Completed
2290,924,161,223500000,2024-07-08,Completed
2291,925,175,97050000,2024-01-22,Completed
2292,925,175,97050000,2024-07-28,Completed
2293,925,175,97050000,2024-05-12,Completed
2294,925,175,97050000,2024-10-04,Completed
2295,926,110,150900000,2024-08-21,Completed
2296,926,110,150900000,2025-03-19,Completed
2297,927,5,58533333,2025-09-19,Completed
2298,927,5,58533333,2025-06-27,Completed
2299,927,5,58533333,2025-11-07,Completed
2300,928,138,51950000,2025-08-25,Completed
2301,928,138,51950000,2026-01-06,Completed
2302,928,138,51950000,2025-09-17,Completed
2303,928,138,51950000,2026-01-13,Completed
2304,929,48,32875000,2024-12-18,Completed
2305,929,48,32875000,2025-05-17,Completed
2306,929,48,32875000,2024-10-27,Completed
2307,929,48,32875000,2025-01-19,Completed
2308,930,34,35500000,2024-01-23,Completed
2309,930,34,35500000,2024-10-13,Completed
2310,931,189,52300000,2025-10-28,Completed
2311,931,189,52300000,2025-11-24,Completed
2312,931,189,52300000,2025-11-15,Completed
2313,932,127,359700000,2023-12-29,Completed
2314,933,87,70400000,2024-05-29,Completed
2315,933,87,70400000,2024-05-19,Completed
2316,934,90,55075000,2024-08-13,Completed
2317,934,90,55075000,2025-03-13,Completed
2318,934,90,55075000,2024-08-15,Completed
2319,934,90,55075000,2024-10-22,Completed
2320,935,132,376040751,2025-12-13,Completed
2321,936,91,89850000,2023-12-02,Completed
2322,936,91,89850000,2024-08-17,Completed
2323,937,14,227100000,2025-12-07,Completed
2324,938,37,51200000,2026-06-06,Completed
2325,938,37,51200000,2026-01-25,Completed
2326,938,37,51200000,2026-04-24,Completed
2327,939,129,69366666,2024-06-26,Completed
2328,939,129,69366666,2024-01-29,Completed
2329,939,129,69366666,2024-05-15,Completed
2330,940,177,149866666,2024-08-17,Completed
2331,940,177,149866666,2024-05-01,Completed
2332,940,177,149866666,2024-09-19,Completed
2333,941,151,104525000,2025-12-03,Completed
2334,941,151,104525000,2026-04-03,Completed
2335,941,151,104525000,2026-01-02,Completed
2336,941,151,104525000,2026-01-25,Completed
2337,942,155,314300000,2024-02-15,Completed
2338,943,68,50033333,2024-07-05,Completed
2339,943,68,50033333,2024-11-11,Completed
2340,943,68,50033333,2025-01-02,Completed
2341,944,125,94100000,2025-10-09,Completed
2342,944,125,94100000,2026-04-04,Completed
2343,944,125,94100000,2026-04-11,Completed
2344,945,173,454600000,2024-07-23,Completed
2345,946,133,243600000,2024-07-20,Completed
2346,947,153,26766666,2025-02-14,Completed
2347,947,153,26766666,2025-03-13,Completed
2348,947,153,26766666,2025-10-04,Completed
2349,948,51,296500000,2025-06-11,Completed
2350,949,145,294400000,2024-06-26,Completed
2351,950,131,14625000,2024-12-20,Completed
2352,950,131,14625000,2024-11-22,Completed
2353,950,131,14625000,2024-10-11,Completed
2354,950,131,14625000,2024-12-02,Completed
2355,951,110,93000000,2024-08-02,Completed
2356,952,178,90225000,2025-04-01,Completed
2357,952,178,90225000,2025-04-04,Completed
2358,952,178,90225000,2025-07-12,Completed
2359,952,178,90225000,2025-04-15,Completed
2360,953,184,119350000,2025-01-15,Completed
