work_id,sanctioned_amount,sanction_date
1069,81900000,2025-09-16
1070,406700000,2024-07-12
1071,354100000,2024-05-14
1072,58000000,2025-08-15
1073,490500000,2024-05-30
1074,61500000,2024-05-04
1075,174800000,2024-02-14
1076,320400000,2025-09-27
1077,227300000,2025-05-01
1078,162200000,2025-07-21
1079,359000000,2025-06-08
1080,186000000,2024-06-23
1081,406600000,2024-01-17
1082,58700000,2024-02-04
1083,273600000,2025-07-22
1084,422300000,2023-11-16
1085,194900000,2025-09-19
1086,495700000,2024-05-21
1087,350000000,2024-11-01
1088,118700000,2025-03-05
1089,431900000,2024-08-01
1090,188700000,2024-02-18
1091,285100000,2024-06-24
1092,262400000,2025-05-15
1093,80000000,2023-10-11
1094,330300000,2024-03-02
1095,263600000,2025-08-18
1096,77700000,2025-03-12
1097,203200000,2025-02-27
1098,377100000,2023-11-11
1099,394800000,2025-09-23
1100,164300000,2024-12-23
1101,891939959,2024-04-06
1102,407600000,2025-04-29
1103,224000000,2025-09-04
1104,377500000,2024-10-14
1105,242600000,2024-09-07
1106,297300000,2025-07-23
1107,443700000,2025-01-02
1108,333600000,2024-11-06
1109,59400000,2024-05-24
1110,461200000,2023-11-20
1111,173100000,2025-03-06
1112,451000000,2024-05-13
1113,494600000,2024-01-31
1114,342600000,2025-09-03
1115,403100000,2025-03-06
1116,355300000,2025-05-09
1117,396100000,2024-06-13
1118,471100000,2024-09-03
1119,275100000,2024-12-23
1120,383500000,2024-07-15
1121,234100000,2025-01-22
1122,330900000,2024-11-06
1123,369500000,2025-06-29
1124,299000000,2024-06-08
1125,282500000,2024-01-03
1126,223100000,2025-03-02
1127,311600000,2024-04-12
1128,284500000,2025-04-22
1129,364000000,2025-06-10
1130,68700000,2024-05-06
1131,425000000,2024-09-16
1132,219500000,2023-12-04
1133,250500000,2024-09-11
1134,391600000,2024-01-16
1135,289900000,2024-06-14
1136,401000000,2025-08-03
1137,445300000,2024-03-28
1138,262900000,2024-12-17
1139,231000000,2024-06-27
1140,176500000,2024-10-02
1141,298100000,2024-06-26
1142,359600000,2024-09-06
1143,219100000,2025-06-12
1144,479300000,2024-10-18
1145,488000000,2025-01-05
1146,250700000,2024-07-31
1147,330579866,2024-07-19
1148,145300000,2024-11-04
1149,412600000,2023-10-31
1150,471200000,2024-02-22
1151,141300000,2025-02-09
1152,196400000,2025-03-21
1153,208500000,2024-01-02
1154,222200000,2024-10-15
1155,473000000,2024-03-08
1156,323300000,2024-05-19
1157,95300000,2025-04-06
1158,69300000,2024-06-19
1159,181400000,2024-07-19
1160,98500000,2025-05-02
1161,174300000,2025-09-20
1162,485000000,2024-03-14
1163,225900000,2024-03-22
1164,164900000,2024-02-14
1165,463000000,2025-04-19
1166,470600000,2025-08-30
1167,320600000,2025-01-28
1168,65400000,2025-02-15
1169,175000000,2023-11-06
1170,106700000,2024-09-04
1171,240800000,2024-12-01
1172,70800000,2025-04-25
1173,152100000,2025-04-09
1174,309500000,2024-08-07
1175,63200000,2024-05-02
1176,296300000,2024-09-11
1177,195200000,2025-03-31
1178,290000000,2024-04-27
1179,183000000,2024-10-26
1180,78000000,2025-06-02
1181,179500000,2024-02-28
1182,390000000,2024-05-05
1183,128900000,2024-12-15
1184,127600000,2025-04-06
1185,296600000,2024-04-22
1186,365400000,2025-02-24
1187,59500000,2025-07-12
1188,146500000,2024-02-05
1189,129000000,2023-12-11
1190,424700000,2025-03-09
1191,463400000,2024-05-29
1192,480500000,2023-11-21
1193,356700000,2025-08-29
1194,278000000,2024-07-11
1195,50200000,2025-05-18
1196,248600000,2025-07-29
1197,165000000,2025-08-19
1198,318200000,2024-06-11
1199,294700000,2025-02-13
1200,142400000,2024-07-06
1201,247600000,2024-01-21
1202,393700000,2024-09-21
1203,248800000,2025-03-26
1204,84400000,2025-03-17
1205,345400000,2024-01-29
1206,376600000,2024-01-18
1207,130900000,2025-05-27
1208,315800000,2024-02-14
1209,335500000,2025-06-08
1210,309300000,2025-08-26
1211,215600000,2025-09-16
1212,304300000,2025-09-04
1213,124100000,2023-11-27
1214,290700000,2025-02-20
1215,274200000,2025-04-24
1216,249600000,2025-03-14
1217,474800000,2024-11-14
1218,113100000,2024-09-25
1219,488500000,2024-07-13
1220,427000000,2025-07-20
1221,97100000,2023-11-04
1222,256400000,2025-08-15
1223,320700000,2025-08-18
1224,283229293,2025-05-19
1225,455400000,2024-03-22
1226,199900000,2023-12-04
1227,235600000,2024-11-16
1228,148837722,2025-07-09
1229,191200000,2024-09-12
1230,411000000,2023-11-29
1231,305300000,2024-06-25
1232,326300000,2025-05-16
1233,471887283,2024-08-19
1234,481900000,2024-12-19
1235,289900000,2025-07-10
1236,368500000,2025-09-20
1237,301500000,2025-03-08
1238,204200000,2024-08-01
1239,130800000,2025-07-11
1240,87000000,2025-01-02
1241,320900000,2025-04-03
1242,261500000,2024-01-13
1243,277800000,2023-10-31
1244,107700000,2025-08-05
1245,376200000,2024-08-02
1246,214400000,2025-09-06
1247,248000000,2024-02-14
1248,409331547,2024-04-04
1249,370500000,2024-03-06
1250,325100000,2024-03-24
1251,498200000,2025-03-24
1252,81400000,2025-05-05
1253,367400000,2025-09-13
1254,366200000,2025-05-30
1255,422000000,2025-02-12
1256,295600000,2024-02-07
1257,394900000,2024-11-23
1258,251500000,2025-07-05
1259,435200000,2025-09-16
1260,408723577,2025-03-25
1261,173400000,2025-05-17
1262,237180368,2024-07-10
1263,224400000,2024-10-26
1264,174500000,2025-02-04
1265,142800000,2024-08-13
1266,437300000,2024-08-28
1267,328300000,2024-07-31
1268,312700000,2024-06-19
1269,188400000,2025-04-17
1270,301100000,2024-03-06
1271,322700000,2025-04-05
1272,368100000,2025-04-28
1273,264200000,2024-11-22
1274,750170757,2025-06-10
1275,280298828,2025-01-22
1276,330299096,2025-02-27
1277,53100000,2025-08-05
1278,211600000,2024-12-05
1279,727345407,2024-07-14
1280,236500000,2025-03-21
1281,332400000,2024-05-16
1282,331900000,2025-02-27
1283,264900000,2025-07-15
1284,84900000,2024-03-16
1285,393700000,2024-08-04
1286,173700000,2025-01-07
1287,457400000,2025-05-14
1288,1101865281,2024-03-17
1289,302300000,2025-03-21
1290,352700000,2024-07-09
1291,440000000,2024-12-18
1292,244100000,2025-05-16
1293,483500000,2025-02-20
1294,98300000,2025-08-18
1295,312100000,2025-06-08
1296,209600000,2024-09-08
1297,70700000,2024-02-29
1298,178500000,2023-12-18
1299,314400000,2024-08-28
1300,374000000,2024-02-07
1301,158000000,2023-09-23
1302,125200000,2025-04-05
1303,479800000,2024-02-21
1304,236200000,2025-06-07
1305,84500000,2024-10-05
1306,467900000,2023-12-18
1307,55800000,2024-03-31
1308,280500000,2023-11-26
1309,147600000,2024-08-27
1310,213900000,2024-08-08
1311,227600000,2024-03-13
1312,370100000,2024-06-25
1313,59100000,2024-03-17
1314,206200000,2024-10-06
1315,148300000,2023-12-22
1316,120500000,2024-04-21
1317,375600000,2023-11-07
1318,216000000,2025-09-03
1319,450200000,2024-05-14
1320,496100000,2023-10-23
1321,334600000,2024-11-26
1322,162700000,2024-10-22
1323,492500000,2025-09-13
1324,141600000,2024-11-16
1325,235700000,2024-02-19
1326,478500000,2023-10-22
1327,50400000,2025-02-18
1328,347931393,2025-07-04
1329,395600000,2024-11-01
1330,441900000,2025-05-26
1331,364300000,2024-09-28
1332,121100000,2023-11-22
1333,78100000,2024-03-12
1334,464700000,2024-12-29
1335,473300000,2024-08-10
1336,112900000,2025-01-12
1337,454100000,2024-06-26
1338,69300000,2025-03-30
1339,77400000,2023-10-12
1340,438800000,2025-04-28
1341,210900000,2025-03-31
1342,215800000,2025-10-14
1343,484600000,2024-05-01
1344,441800000,2024-05-21
1345,441300000,2024-08-18
1346,382900000,2024-01-30
1347,442600000,2024-01-20
1348,404500000,2025-02-19
1349,280000000,2025-03-11
1350,162400000,2024-12-04
1351,306400000,2023-12-30
1352,474000000,2025-01-05
1353,217400000,2024-11-12
1354,199900000,2024-05-27
1355,392766846,2024-03-17
1356,468700000,2024-01-02
1357,346000000,2024-03-02
1358,154300000,2024-03-22
1359,277000000,2025-02-27
1360,230100000,2025-07-27
1361,448300000,2025-02-18
1362,137900000,2024-05-20
1363,173100000,2024-01-04
1364,313800000,2024-06-17
1365,380900000,2025-03-10
1366,102900000,2024-05-13
1367,408200000,2025-09-02
1368,79700000,2024-11-09
1369,255100000,2025-01-29
1370,237600000,2024-11-27
1371,396700000,2025-06-11
1372,487400000,2024-03-07
1373,190700000,2024-03-21
1374,434200000,2024-05-20
1375,182700000,2025-02-23
1376,493500000,2024-10-03
1377,153400000,2025-06-11
1378,449100000,2024-12-31
1379,63400000,2025-02-09
1380,251000000,2025-07-01
1381,113900000,2025-09-04
1382,59000000,2024-05-17
1383,69700000,2025-09-11
1384,409100000,2025-02-14
1385,359500000,2025-06-15
1386,275900000,2025-08-14
1387,399700000,2024-11-19
1388,267500000,2025-02-13
1389,434100000,2024-08-15
1390,250900000,2024-01-09
1391,261000000,2024-10-25
1392,388000000,2024-07-10
1393,96600000,2025-02-15
1394,448500000,2025-05-16
1395,325300000,2024-09-15
1396,172900000,2024-11-28
1397,627006559,2025-04-23
1398,189200000,2023-11-12
1399,283000000,2024-03-25
1400,372200000,2024-08-06
1401,392400000,2025-03-02
1402,80100000,2025-08-23
1403,281400000,2024-10-16
1404,221800000,2023-11-03
1405,369100000,2025-04-21
1406,200700000,2025-07-06
1407,246600000,2024-07-16
1408,345500000,2025-01-02
1409,322300000,2024-05-10
1410,406300000,2024-10-18
1411,64600000,2025-07-26
1412,308100000,2025-06-03
1413,231600000,2024-10-29
1414,274100000,2024-02-12
1415,456800000,2024-11-25
1416,61600000,2024-01-20
1417,260600000,2024-07-01
1418,112400000,2025-02-05
1419,149400000,2025-07-06
1420,194500000,2024-10-05
1421,477600000,2024-03-22
1422,223900000,2025-02-24
1423,367200000,2024-03-20
1424,64000000,2025-01-09
1425,476400000,2024-01-01
1426,309700000,2025-08-29
1427,261500000,2023-11-10
1428,383300000,2025-09-16
1429,346900000,2024-09-08
1430,90200000,2025-08-28
1431,132200000,2024-02-28
1432,162100000,2025-08-21
1433,382500000,2024-04-05
1434,63700000,2025-05-28
1435,203600000,2025-02-03
1436,387100000,2024-02-03
1437,51100000,2024-12-29
1438,239100000,2024-04-22
1439,276500000,2024-02-01
1440,170400000,2024-03-09
1441,219300000,2025-04-06
1442,793096909,2025-02-09
1443,399100000,2024-11-01
1444,275700000,2025-08-09
1445,448000000,2025-05-22
1446,272600000,2024-10-08
1447,256500000,2025-07-26
1448,318100000,2024-11-15
1449,398000000,2025-08-27
1450,250600000,2024-08-31
1451,112400000,2025-05-30
1452,161100000,2025-01-03
1453,148500000,2024-09-03
1454,489800000,2024-09-30
1455,451000000,2024-05-14
1456,335800000,2024-05-03
1457,207700000,2025-04-30
1458,211900000,2024-01-22
1459,758183375,2024-07-28
1460,138900000,2024-07-28
1461,476100000,2024-02-11
1462,191000000,2024-04-17
1463,357600000,2024-11-27
1464,442600000,2025-04-06
1465,153500000,2024-08-30
1466,480100000,2024-02-17
1467,123200000,2024-03-30
1468,326600000,2025-06-22
1469,116400000,2025-07-12
1470,462800000,2024-09-07
1471,285200000,2024-02-28
1472,83000000,2025-05-15
1473,122600000,2024-02-15
1474,469100000,2025-07-08
1475,84300000,2024-09-14
1476,480700000,2023-11-21
1477,483500000,2024-04-16
1478,203700000,2025-01-11
1479,477300000,2025-10-18
1480,156900000,2024-05-23
1481,369600000,2025-05-27
1482,352300000,2024-09-03
1483,288000000,2025-08-04
1484,275600000,2024-03-09
1485,288600000,2024-10-28
1486,165800000,2025-03-25
1487,247500000,2024-03-26
1488,112900000,2023-12-26
1489,58700000,2024-06-12
1490,479100000,2025-01-02
1491,52500000,2023-10-17
1492,150900000,2024-12-16
1493,484000000,2024-07-13
1494,226600000,2024-12-28
1495,79800000,2025-09-20
1496,326400000,2024-04-27
1497,84500000,2024-10-11
1498,366400000,2024-10-25
1499,92600000,2023-12-21
1500,479600000,2025-07-24
1501,208900000,2025-04-14
1502,151600000,2024-12-19
1503,287000000,2025-04-22
1504,423700000,2025-03-02
1505,209200000,2024-09-25
1506,384000000,2023-12-02
1507,412000000,2025-03-24
1508,249800000,2024-09-07
1509,166700000,2024-11-27
1510,405600000,2024-04-14
1511,398900000,2024-07-25
1512,268700000,2024-12-21
1513,50800000,2024-06-07
1514,116500000,2025-08-26
1515,115600000,2024-03-17
1516,386800000,2025-04-19
1517,97600000,2025-04-12
1518,453100000,2024-03-13
1519,68600000,2025-07-24
1520,123000000,2024-01-30
1521,430300000,2025-09-04
1522,395600000,2025-02-10
1523,228700000,2025-08-03
1524,89100000,2025-02-06
1525,420000000,2025-08-14
1526,202900000,2024-11-05
1527,133800000,2024-05-11
1528,241500000,2025-04-29
1529,384500000,2023-12-10
1530,379800000,2024-10-11
1531,190000000,2024-10-25
1532,491600000,2025-08-22
1533,318100000,2024-01-30
1534,493800000,2024-05-14
1535,494200000,2025-04-01
1536,867062915,2024-12-23
1537,416600000,2024-08-05
1538,102000000,2024-03-03
1539,464300000,2024-03-21
1540,479500000,2025-02-11
1541,369600000,2024-03-14
1542,330600000,2024-03-03
1543,159000000,2024-07-07
1544,202800000,2024-09-25
1545,380600000,2025-01-14
1546,463200000,2025-04-15
1547,315700000,2024-12-16
1548,985690891,2024-03-11
1549,270400000,2024-09-25
1550,137800000,2024-09-11
1551,416400000,2025-08-21
1552,339800000,2025-04-25
1553,441500000,2024-05-16
1554,390800000,2024-09-03
1555,163200000,2023-11-17
1556,195600000,2024-10-24
1557,267434816,2025-04-13
1558,157400000,2024-06-24
1559,443600000,2024-07-14
1560,366000000,2024-01-14
1561,388500000,2025-01-03
1562,480700000,2024-03-09
1563,153400000,2024-06-30
1564,123600000,2025-06-04
1565,380900000,2024-07-13
1566,267600000,2024-10-11
1567,468500000,2025-03-08
1568,149000000,2025-02-11
1569,73900000,2025-08-06
1570,298300000,2024-01-29
1571,312300000,2024-06-06
1572,229200000,2025-03-30
1573,458000000,2024-04-19
1574,433800000,2025-05-29
1575,157000000,2024-10-12
1576,1128011285,2024-02-16
1577,354900000,2025-04-13
1578,243500000,2025-05-16
1579,68700000,2024-01-28
1580,468900000,2023-12-06
1581,126100000,2024-12-04
1582,427100000,2025-05-09
1583,363400000,2025-05-08
1584,483400000,2024-04-13
1585,489200000,2023-12-26
1586,283000000,2024-04-01
1587,284800000,2024-09-01
1588,225800000,2024-11-15
1589,166200000,2023-10-30
1590,262400000,2025-08-31
1591,182600000,2025-08-04
1592,403200000,2024-12-06
1593,330400000,2025-03-15
1594,152100000,2025-01-06
1595,412700000,2025-02-04
1596,162100000,2024-11-17
1597,147000000,2025-08-18
1598,123700000,2024-11-05
1599,416800000,2024-10-04
1600,384700000,2024-08-25
1601,453000000,2024-05-14
1602,198800000,2024-12-03
1603,54400000,2024-06-08
1604,372400000,2023-10-09
1605,439100000,2024-05-25
1606,91400000,2025-06-20
1607,243200000,2025-05-25
1608,84600000,2024-02-06
1609,212700000,2024-07-20
1610,227100000,2025-04-19
1611,143300000,2024-02-29
1612,164300000,2024-09-04
1613,262500000,2025-05-30
1614,170000000,2024-04-20
1615,181600000,2024-08-18
1616,71000000,2024-02-19
1617,118800000,2024-01-05
1618,817525861,2024-05-16
1619,142100000,2024-03-15
1620,323000000,2024-02-25
1621,358200000,2023-10-14
1622,326900000,2024-05-09
1623,267800000,2025-04-20
1624,373700000,2024-04-26
1625,225600000,2023-11-09
1626,240500000,2024-06-02
1627,378100000,2025-05-14
1628,129700000,2024-09-17
1629,103500000,2023-11-28
1630,169100000,2024-04-30
1631,358400000,2024-12-14
1632,123900000,2024-02-27
1633,197900000,2025-07-15
1634,100600000,2025-06-16
1635,471600000,2025-06-09
1636,161300000,2025-04-21
1637,406200000,2024-09-22
1638,328400000,2025-03-31
1639,248600000,2024-08-03
1640,334200000,2024-02-24
1641,420200000,2024-01-27
1642,194800000,2025-01-23
1643,55000000,2024-06-16
1644,154700000,2024-01-14
1645,265500000,2024-06-16
1646,237400000,2025-06-10
1647,427800000,2024-08-23
1648,240500000,2023-11-05
1649,283600000,2025-03-07
1650,176200000,2024-07-13
1651,450800000,2024-02-15
1652,367000000,2025-03-12
1653,268500000,2025-09-17
1654,471200000,2024-07-05
1655,264300000,2025-05-30
1656,62700000,2024-11-08
1657,491400000,2024-12-23
1658,442600000,2025-05-15
1659,492700000,2025-03-15
1660,183300000,2025-05-15
1661,74600000,2025-09-14
1662,315790414,2025-03-12
1663,427900000,2024-11-06
1664,205100000,2024-12-12
1665,119600000,2024-07-08
1666,384700000,2025-08-27
1667,424400000,2023-11-14
1668,408400000,2024-10-08
1669,125300000,2024-11-29
1670,416100000,2023-10-20
1671,402100000,2025-05-07
1672,368100000,2025-02-06
1673,437000000,2024-06-27
1674,113500000,2025-06-09
1675,422300000,2024-11-27
1676,351900000,2025-02-18
1677,288200000,2024-08-02
1678,279600000,2023-12-19
1679,441100000,2023-11-12
1680,136200000,2025-08-07
1681,153400000,2023-12-03
1682,229800000,2023-12-22
1683,278100000,2025-02-14
1684,447700000,2025-02-09
1685,109300000,2023-12-08
1686,98300000,2024-12-24
1687,400100000,2025-10-19
1688,428700000,2025-09-21
1689,463000000,2025-07-09
1690,387600000,2024-12-04
1691,491000000,2025-07-04
1692,175900000,2024-12-03
1693,408600000,2025-07-05
1694,497000000,2024-03-24
1695,498200000,2023-12-12
1696,93400000,2024-07-23
1697,348300000,2024-11-28
1698,137700000,2024-12-06
1699,429000000,2025-04-18
1700,368700000,2025-02-25
1701,644905094,2025-07-27
1702,58600000,2025-07-01
1703,334200000,2024-11-19
1704,131800000,2024-11-06
1705,89400000,2025-10-18
1706,52400000,2024-11-13
1707,102700000,2024-09-04
1708,496800000,2025-01-10
1709,107800000,2024-07-29
1710,110300000,2024-07-16
1711,208700000,2024-08-21
1712,323700000,2024-05-28
1713,306400000,2024-10-28
1714,203000000,2023-11-04
1715,82600000,2024-04-07
1716,881912613,2025-05-07
1717,323600000,2024-12-21
1718,662817432,2023-12-19
1719,259500000,2024-06-14
1720,182700000,2024-04-03
1721,105300000,2024-04-28
1722,127300000,2023-12-23
1723,429900000,2025-01-10
1724,243600000,2025-05-09
1725,191200000,2024-02-11
1726,183100000,2024-12-29
1727,98400000,2025-05-01
1728,210700000,2023-12-27
1729,91500000,2024-06-16
1730,134500000,2025-09-04
1731,211400000,2025-04-16
1732,490100000,2025-02-27
1733,434700000,2024-05-06
1734,265900000,2024-06-19
1735,216300000,2024-05-21
1736,372100000,2024-01-09
1737,298300000,2024-10-11
1738,204400000,2023-12-11
1739,156000000,2024-05-20
1740,259400000,2023-12-30
1741,487200000,2024-10-22
1742,304800000,2024-12-21
1743,427500000,2023-12-09
1744,78400000,2024-08-18
1745,352900000,2024-10-12
1746,213300000,2024-10-16
1747,153600000,2024-12-12
1748,466100000,2024-05-07
1749,61000000,2024-04-12
1750,150300000,2025-04-06
1751,296500000,2023-12-20
1752,235100000,2024-06-21
1753,186800000,2024-06-09
1754,278800000,2025-06-01
1755,184000000,2024-07-21
1756,232300000,2025-01-15
1757,300870058,2023-12-02
1758,316600000,2025-02-26
1759,154800000,2025-05-20
1760,235700000,2025-04-14
1761,78700000,2025-02-13
1762,202700000,2023-10-22
1763,242200000,2024-06-17
1764,438000000,2023-11-17
1765,399600000,2025-04-09
1766,457800000,2024-03-19
1767,452500000,2025-05-07
1768,406100000,2025-02-09
1769,227500000,2024-07-08
1770,333500000,2023-11-30
1771,199900000,2023-11-17
1772,250400000,2025-06-18
1773,55100000,2023-11-26
1774,230000000,2023-12-13
1775,349300000,2025-02-23
1776,351700000,2023-10-12
1777,272500000,2024-03-13
1778,162300000,2025-03-25
1779,215340887,2024-10-27
1780,226600000,2023-12-18
1781,73100000,2024-11-08
1782,216300000,2023-11-01
1783,378189992,2024-06-10
1784,423600000,2024-07-12
1785,374100000,2024-07-24
1786,393800000,2025-01-30
1787,339100000,2024-10-16
1788,430400000,2025-02-18
1789,56500000,2025-08-12
1790,307200000,2024-04-12
1791,264400000,2025-08-25
1792,250300000,2024-01-02
1793,385800000,2025-04-02
1794,460000000,2024-08-30
1795,134800000,2024-09-24
1796,474800000,2024-10-08
1797,85100000,2024-03-08
1798,165800000,2025-07-17
1799,341800000,2025-03-10
1800,228900000,2024-09-02
1801,1180782910,2024-06-01
1802,209600000,2025-04-07
1803,390500000,2024-06-25
1804,279800000,2025-04-30
1805,204200000,2024-08-15
1806,88400000,2025-05-21
1807,180600000,2025-05-17
1808,378700000,2024-01-04
1809,257700000,2025-06-10
1810,408400000,2025-01-23
1811,222500000,2024-12-28
1812,271800000,2025-03-05
1813,124400000,2023-11-21
1814,262100000,2024-11-20
1815,389000000,2025-04-24
1816,176200000,2025-07-12
1817,331100000,2024-10-01
1818,411463551,2024-02-15
1819,110500000,2024-08-11
1820,340700000,2024-09-13
1821,166400000,2025-06-07
1822,172500000,2024-02-19
1823,215700000,2025-03-26
1824,140666811,2025-07-31
1825,457000000,2024-08-01
1826,438400000,2025-04-14
1827,336100000,2025-02-04
1828,145800000,2024-12-10
1829,240500000,2024-01-19
1830,85000000,2025-06-30
1831,137600000,2024-10-19
1832,251345049,2025-04-10
1833,355100000,2024-11-18
1834,484800000,2024-04-27
1835,195500000,2025-08-28
1836,377100000,2024-09-10
1837,407200000,2024-05-08
1838,485700000,2025-03-17
1839,277400000,2024-10-16
1840,96700000,2025-04-20
1841,182100000,2024-02-22
1842,271300000,2024-07-27
1843,101100000,2024-10-09
1844,460900000,2024-10-17
1845,494200000,2025-09-14
1846,278811967,2024-05-04
1847,336100000,2025-04-28
1848,382600000,2024-01-01
1849,55100000,2023-12-19
1850,154300000,2025-04-23
1851,486800000,2024-07-20
1852,351900000,2023-11-18
1853,331300000,2025-01-04
1854,439200000,2025-08-12
1855,301400000,2025-06-04
1856,462900000,2024-06-05
1857,489400000,2024-05-16
1858,186500000,2025-09-02
1859,184300000,2023-09-15
1860,271600000,2023-10-23
1861,83700000,2025-08-09
1862,243700000,2025-01-23
1863,369700000,2024-04-03
1864,409000000,2024-09-15
1865,182700000,2023-11-13
1866,88900000,2024-04-07
1867,378300000,2025-01-23
1868,145700000,2023-11-25
1869,152300000,2023-11-05
1870,493300000,2024-01-24
1871,871749050,2024-06-02
1872,373000000,2023-12-09
1873,429500000,2024-01-31
1874,190000000,2024-09-08
1875,279379522,2025-10-06
1876,301700000,2025-05-22
1877,141800000,2024-06-30
1878,80000000,2025-05-26
1879,395100000,2024-06-08
1880,470200000,2023-12-25
1881,57800000,2024-11-04
1882,384700000,2024-03-11
1883,341800000,2023-12-22
1884,375600000,2023-12-02
1885,402200000,2024-08-10
1886,978308630,2024-05-12
1887,285500000,2025-09-17
1888,451600000,2024-11-09
1889,411300000,2025-07-03
1890,420100000,2025-04-04
1891,478500000,2023-09-18
1892,405800000,2024-09-11
1893,59300000,2025-07-05
1894,308500000,2024-08-24
1895,463300000,2024-07-07
1896,66300000,2023-10-25
1897,438500000,2024-04-15
1898,485000000,2024-05-07
1899,161100000,2025-05-11
1900,164500000,2025-03-18
1901,55800000,2024-08-31
1902,357600000,2025-06-29
1903,159700000,2024-06-23
1904,385700000,2025-09-09
1905,112700000,2025-03-09
1906,267500000,2024-01-16
1907,225300000,2025-09-01
1908,262300000,2025-06-13
1909,392700000,2025-08-07
1910,467000000,2024-12-12
1911,150900000,2023-09-26
1912,216300000,2025-06-25
1913,469400000,2024-01-29
1914,60200000,2024-06-22
1915,159100000,2025-06-28
1916,418800000,2024-02-07
1917,131600000,2025-08-05
1918,303500000,2025-03-24
1919,173700000,2024-09-02
1920,294500000,2025-07-23
1921,79000000,2024-09-23
1922,59800000,2024-12-05
1923,370200000,2023-12-15
1924,58100000,2025-05-27
1925,161800000,2024-08-20
1926,123200000,2025-07-03
1927,83700000,2024-01-12
1928,309000000,2025-09-14
1929,422500000,2024-05-12
1930,200400000,2025-04-30
1931,117400000,2025-03-31
1932,197600000,2025-04-06
1933,114600000,2024-07-27
1934,344100000,2023-10-08
1935,311800000,2025-03-02
1936,259100000,2024-06-27
1937,305500000,2023-12-14
1938,157000000,2023-10-01
1939,492600000,2025-02-16
1940,482300000,2024-02-24
1941,213200000,2024-05-29
1942,51600000,2025-05-27
1943,53900000,2024-05-28
1944,52100000,2024-04-15
1945,86600000,2025-02-21
1946,368200000,2024-01-05
1947,595833355,2024-12-13
1948,172900000,2024-01-14
1949,388200000,2024-02-15
1950,97900000,2025-02-09
1951,162800000,2024-09-27
1952,460200000,2023-11-16
1953,387100000,2023-12-16
1954,127500000,2023-11-24
1955,333400000,2024-02-22
1956,229400000,2025-01-02
1957,1136913919,2024-07-11
1958,123300000,2023-11-27
1959,305600000,2024-01-02
1960,363600000,2024-09-03
1961,303200000,2024-09-25
1962,310300000,2024-01-08
1963,337600000,2025-08-29
1964,497100000,2024-02-17
1965,346200000,2024-09-03
1966,272700000,2023-11-19
1967,404500000,2024-07-27
1968,276400000,2025-07-03
1969,497800000,2025-05-28
1970,326300000,2024-11-10
1971,381900000,2025-06-08
1972,353900000,2024-12-02
1973,147000000,2024-12-14
1974,93300000,2024-12-15
1975,115600000,2025-01-05
1976,131000000,2024-10-30
1977,465600000,2024-06-19
1978,329100000,2025-06-26
1979,478100000,2024-12-25
1980,435000000,2025-02-18
1981,83000000,2023-12-14
1982,338200000,2024-05-22
1983,160500000,2025-06-21
1984,338600000,2024-06-18
1985,251400000,2025-01-10
1986,383000000,2024-06-15
1987,88000000,2023-12-31
1988,162100000,2025-09-01
1989,137700000,2025-04-25
1990,108300000,2024-10-14
1991,303800000,2024-07-10
1992,451800000,2024-03-30
1993,162000000,2024-05-31
1994,329600000,2025-10-03
1995,65400000,2023-12-16
1996,133300000,2025-01-29
1997,807396080,2025-07-31
1998,297100000,2023-11-27
1999,322200000,2023-10-24
2000,391200000,2024-01-02
2001,220500000,2024-04-05
2002,462800000,2025-02-03
2003,194400000,2024-08-14
2004,438500000,2024-11-12
2005,387000000,2024-10-15
2006,72600000,2024-12-01
2007,156600000,2025-06-27
2008,353900000,2024-05-30
2009,96800000,2023-10-24
2010,76500000,2024-01-27
2011,388500000,2024-02-13
2012,270000000,2025-02-24
2013,377700000,2025-09-23
2014,220900000,2025-01-18
2015,413300000,2024-11-14
2016,375700000,2024-07-08
2017,154200000,2024-03-21
2018,335100000,2025-01-20
2019,421600000,2025-04-05
2020,420800000,2024-08-29
2021,188900000,2023-10-12
2022,354200000,2025-03-26
2023,234400000,2024-12-16
2024,250400000,2024-02-09
2025,319100000,2024-09-08
2026,208600000,2024-10-31
2027,334100000,2024-04-29
2028,182400000,2025-04-12
2029,378800000,2025-01-18
2030,126100000,2024-11-20
2031,112200000,2024-09-11
2032,256300000,2024-12-08
2033,71600000,2024-07-23
2034,136700000,2024-02-09
2035,132200000,2025-04-12
2036,164400000,2023-11-05
2037,313200000,2024-12-05
2038,453600000,2025-06-12
2039,343200000,2024-04-30
2040,462400000,2024-01-20
2041,160500000,2025-08-19
2042,311200000,2024-01-16
2043,57000000,2024-05-03
2044,328514988,2025-05-28
2045,373100000,2025-08-19
2046,93100000,2025-02-15
2047,111300000,2025-07-05
2048,181300000,2025-05-15
2049,427900000,2024-02-15
2050,480600000,2024-06-03
2051,123800000,2024-12-25
2052,60100000,2025-05-03
2053,131200000,2024-03-31
2054,478700000,2024-04-09
2055,197500000,2023-11-19
2056,66100000,2023-11-21
2057,229500000,2024-08-02
2058,332900000,2024-09-26
2059,234600000,2024-07-27
2060,492826150,2024-05-09
2061,278100000,2025-08-24
2062,264500000,2024-06-02
2063,424400000,2025-02-24
2064,241500000,2025-04-13
2065,473900000,2025-08-26
2066,59000000,2025-06-29
