ida_id,name,jurisdiction,state
IDA_1A01A2C9,DAKSHIN BASTAR DANTEWADA(COLLECTOR DANTEWADA_IDA),Chhattisgarh,Chhattisgarh
IDA_A7BDB54C,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Andhra Pradesh,Andhra Pradesh
IDA_04788232,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),Chhattisgarh,Chhattisgarh
IDA_B0DB508D,KANDHAMALA(DISTRICT COLLECTOR KANDHAMAL_IDA),Odisha,Odisha
IDA_37AF9275,NORTH TRIPURA(DISTRICT MAGISTRATE AND COLLECTOR NORTH TRIPURA DISTRICT_IDA),Tripura,Tripura
IDA_9CC854AF,DHALAI(DISTRICT MAGISTRATE DHALAI_IDA),Tripura,Tripura
IDA_B4807F13,SAHEBGANJ(DEPUTY COMMISSIONER SAHEBGANJ_IDA),Jharkhand,Jharkhand
IDA_E1B69C58,KOLAR(DEPUTY COMMISSIONER KOLAR_IDA),Karnataka,Karnataka
IDA_C380495A,VAV-THARAD(DISTRICT COLLECTOR VAV-THARAD),Gujarat,Gujarat
IDA_7FF39198,KISHTWAR(DEPUTY COMMISSIONER KISHTWAR_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_CD2864B9,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),Bihar,Bihar
IDA_F9906435,SIWAN(DISTRICT PLANNING OFFICER SIWAN_IDA),Bihar,Bihar
IDA_08DC1533,DODA(DEPUTY COMMISSIONER DODA_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_6CEB92D5,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),Gujarat,Gujarat
IDA_625D7578,KORBA(COLLECTOR-KORBA),Chhattisgarh,Chhattisgarh
IDA_2CFCED98,SRINAGAR(DEPUTY COMMISSIONER SRINAGAR_IDA),Jammu And Kashmir,Jammu And Kashmir
IDA_CA0C1ABD,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),Odisha,Odisha
IDA_2584F199,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Haryana,Haryana
IDA_1106CB9A,DHARASHIV(DISTRICT COLLECTOR OSMANABAD_IDA),Maharashtra,Maharashtra
IDA_83328E31,GAURELA-PENDRA-MARWAHI(COLLECTOR GPM_IDA),Chhattisgarh,Chhattisgarh
IDA_F07C12FC,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),Odisha,Odisha
IDA_FD42DC7B,BOUDH(DISTRICT COLLECTOR BOUDH_IDA),Odisha,Odisha
IDA_FC379222,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),Jharkhand,Jharkhand
IDA_B3110EAE,TAMENGLONG(DEPUTY COMMISSIONER TAMENGLONG_IDA),Manipur,Manipur
IDA_70FE8044,NUAPADA(DISTRICT COLLECTOR NUAPADA_IDA),Odisha,Odisha
IDA_FD2ED583,BISHNUPUR(DEPUTY COMMISSIONER BISHNUPUR_IDA),Manipur,Manipur
IDA_B1972237,IMPHAL WEST(DEPUTY COMMISSIONER IMPHAL WEST MPLADS_IDA),Manipur,Manipur
IDA_5CA52CF9,MARIGAON(DISTRICT DEVELOPMENT COMMISSIONER MORIGAON),Assam,Assam
IDA_8AECC205,THOUBAL(DEPUTY COMMISSIONER THOUBAL MPLADS_IDA),Manipur,Manipur
IDA_DA60DCF7,JIRIBAM(DEPUTY COMMISSIONER JIRIBAM MPLADS_IDA),Manipur,Manipur
IDA_34EA6096,IMPHAL EAST(DEPUTY COMMISSIONER IMPHAL EAST_IDA),Manipur,Manipur
IDA_287276D2,HAZARIBAGH(DEPUTY COMMISSIONER HAZARIBAGH_IDA),Bihar,Bihar
IDA_1337B10E,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Madhya Pradesh,Madhya Pradesh
IDA_414A085A,FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),Uttar Pradesh,Uttar Pradesh
IDA_4E3E80B0,MAYILADUTHURAI(DISTRICT COLLECTOR MAYILADUTHURAI_IDA),Puducherry,Puducherry
IDA_4924EC87,MOHLA-MANPUR-AMBAGARH CHOUKI(COLLECTOR MMC_IDA),Himachal Pradesh,Himachal Pradesh
IDA_E1087A72,"EAST KHASI HILLS(DEPUTY COMMISSIONER, EAST KHASI HILLS DISTRICT)",Andhra Pradesh,Andhra Pradesh
IDA_81274698,KUPWARA(DEPUTY COMMISSIONER KUPWARA_IDA),Maharashtra,Maharashtra
IDA_7F726553,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),Delhi,Delhi
IDA_4884641C,PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA),Chhattisgarh,Chhattisgarh
